+------+-------------------------------+---------+--------+-------+
| Rank | Batsman                       | Average | Others | Ratio |
| 1280 | Vijay Mehra                   | 34.44   | 26.15  | 1.317 |
| 1281 | Edward Barrett                | 32.23   | 24.47  | 1.317 |
| 1282 | Vineet Saxena                 | 36.89   | 28.01  | 1.316 |
| 1283 | Craig McMillan                | 39.28   | 29.83  | 1.316 |
| 1284 | Con Johnstone                 | 30.62   | 23.25  | 1.316 |
| 1285 | Phil Simmons                  | 35.61   | 27.05  | 1.316 |
| 1286 | Mark Burgess                  | 35.82   | 27.20  | 1.316 |
| 1287 | Ludford Docker                | 20.82   | 15.81  | 1.316 |
| 1288 | Abbas Ali Baig                | 34.16   | 25.95  | 1.316 |
| 1289 | Kyle Nipper                   | 34.16   | 25.96  | 1.315 |
| 1290 | Bill Storer                   | 28.87   | 21.94  | 1.315 |
| 1291 | Kim Hughes                    | 36.52   | 27.76  | 1.315 |
| 1292 | Temba Bavuma                  | 37.11   | 28.22  | 1.315 |
| 1293 | Carl Willis                   | 35.64   | 27.10  | 1.314 |
| 1294 | Daren Ganga                   | 37.13   | 28.24  | 1.314 |
| 1295 | Sunendra Kumara               | 29.21   | 22.22  | 1.314 |
| 1296 | Sher Ali                      | 31.80   | 24.20  | 1.314 |
| 1297 | Aftab Gul                     | 36.77   | 27.98  | 1.314 |
| 1298 | Wendell Bossenger             | 36.98   | 28.15  | 1.313 |
| 1299 | Trevor Bailey                 | 33.42   | 25.44  | 1.313 |
| 1300 | Jamie Cox                     | 42.69   | 32.50  | 1.313 |
| 1301 | Dasun Shanaka                 | 39.72   | 30.25  | 1.313 |
| 1302 | Ted Dillon                    | 28.29   | 21.54  | 1.313 |
| 1303 | Malcolm Waller                | 36.43   | 27.74  | 1.313 |
| 1304 | Ed Smith                      | 41.79   | 31.83  | 1.312 |
| 1305 | Faisal Athar                  | 35.45   | 27.00  | 1.312 |
| 1306 | Paul McEwan                   | 34.95   | 26.63  | 1.312 |
| 1307 | Jim de Courcy                 | 37.03   | 28.21  | 1.312 |
| 1308 | Khalid Irtiza                 | 31.78   | 24.21  | 1.312 |
| 1309 | Bruce Francis                 | 33.97   | 25.88  | 1.312 |
| 1310 | Sanjib Sanyal                 | 37.54   | 28.61  | 1.312 |
| 1311 | Harry Halliday                | 31.80   | 24.24  | 1.312 |
| 1312 | Mohinder Pandove              | 28.31   | 21.58  | 1.311 |
| 1313 | Dave Callaghan                | 36.12   | 27.54  | 1.311 |
| 1314 | Alexander Johnston            | 30.91   | 23.57  | 1.311 |
| 1315 | Pieter Strydom                | 33.82   | 25.80  | 1.310 |
| 1316 | Rajendra Bhalekar             | 39.16   | 29.87  | 1.310 |
| 1317 | John Tunnicliffe              | 27.00   | 20.60  | 1.310 |
| 1318 | Jahurul Islam                 | 35.33   | 26.96  | 1.310 |
| 1319 | Narsingh Deonarine            | 35.38   | 27.00  | 1.310 |
| 1320 | John Morris                   | 37.32   | 28.50  | 1.309 |
| 1321 | Jeremy Coney                  | 35.14   | 26.83  | 1.309 |
| 1322 | Richmond Mutumbami            | 33.92   | 25.91  | 1.309 |
| 1323 | Adil Amin                     | 37.01   | 28.28  | 1.308 |
| 1324 | Anthony Bramble               | 30.94   | 23.64  | 1.308 |
| 1325 | Parvez Rasool                 | 37.01   | 28.28  | 1.308 |
| 1326 | Nick Gubbins                  | 35.05   | 26.80  | 1.308 |
| 1327 | Saleem Mughal                 | 32.72   | 25.02  | 1.308 |
| 1328 | Geoff Marsh                   | 39.46   | 30.17  | 1.308 |
| 1329 | Niraj Patel                   | 37.69   | 28.83  | 1.307 |
| 1330 | Sharjeel Khan                 | 37.00   | 28.31  | 1.306 |
| 1331 | Raja Ali                      | 38.38   | 29.37  | 1.306 |
| 1332 | Chandima Prasad               | 26.15   | 20.02  | 1.306 |
| 1333 | Tom Abell                     | 33.59   | 25.71  | 1.306 |
| 1334 | Stuart Leary                  | 31.10   | 23.81  | 1.306 |
| 1335 | Israrullah                    | 35.67   | 27.31  | 1.306 |
| 1336 | Jimmy Maher                   | 38.78   | 29.70  | 1.305 |
| 1337 | Alan Kourie                   | 34.38   | 26.33  | 1.305 |
| 1338 | Nazmul Hossain                | 40.44   | 30.98  | 1.305 |
| 1339 | Kusal Mendis                  | 37.97   | 29.09  | 1.305 |
| 1340 | Percy McAlister               | 32.74   | 25.09  | 1.305 |
| 1341 | Harold Austin                 | 28.41   | 21.77  | 1.304 |
| 1342 | Alexander Webbe               | 24.81   | 19.01  | 1.304 |
| 1343 | Billy Bates                   | 21.57   | 16.53  | 1.304 |
| 1344 | James Vince                   | 39.08   | 29.96  | 1.304 |
| 1345 | Floyd Reifer                  | 30.68   | 23.52  | 1.304 |
| 1346 | John Knott                    | 31.46   | 24.12  | 1.304 |
| 1347 | Barry Wood                    | 33.82   | 25.93  | 1.304 |
| 1348 | David Collins                 | 29.59   | 22.69  | 1.304 |
| 1349 | Sudhir Naik                   | 35.29   | 27.06  | 1.303 |
| 1350 | Khanderao Rangnekar           | 41.83   | 32.08  | 1.303 |
| 1351 | Ramnaresh Sarwan              | 38.52   | 29.54  | 1.303 |
| 1352 | Stuart Robertson              | 33.15   | 25.42  | 1.303 |
| 1353 | Dinesh Karthik                | 40.93   | 31.40  | 1.303 |
| 1354 | Joe Clarke                    | 37.58   | 28.83  | 1.303 |
| 1355 | Chris Balderstone             | 34.11   | 26.17  | 1.303 |
| 1356 | Derek Crookes                 | 36.47   | 27.99  | 1.302 |
| 1357 | Muralidharan Gautam           | 41.36   | 31.75  | 1.302 |
| 1358 | Venkataraman Subramanya       | 31.48   | 24.16  | 1.302 |
| 1359 | Ghulam Parkar                 | 42.09   | 32.32  | 1.301 |
| 1360 | Gehan Mendis                  | 36.83   | 28.29  | 1.301 |
| 1361 | Tariq-ur-Rehman               | 38.49   | 29.57  | 1.301 |
| 1362 | Nasir Shah                    | 32.65   | 25.09  | 1.301 |
| 1363 | Abdul Mazid                   | 37.35   | 28.70  | 1.301 |
| 1364 | John Barnes                   | 29.86   | 22.94  | 1.301 |
| 1365 | Shuvagata Hom                 | 39.99   | 30.74  | 1.300 |
| 1366 | Mohammad Hafeez               | 34.76   | 26.73  | 1.300 |
| 1367 | Allan Rae                     | 39.65   | 30.48  | 1.300 |
| 1368 | Jim Pressdee                  | 28.82   | 22.16  | 1.300 |
| 1369 | Alan Marshal                  | 27.98   | 21.51  | 1.300 |
| 1370 | Albert Knight                 | 29.24   | 22.48  | 1.300 |
| 1371 | Tatenda Taibu                 | 37.59   | 28.91  | 1.299 |
| 1372 | Ijaz Faqih                    | 32.74   | 25.19  | 1.299 |
| 1373 | Imraan Khan                   | 36.58   | 28.15  | 1.299 |
| 1374 | John Jameson                  | 33.34   | 25.66  | 1.299 |
| 1375 | Jermaine Blackwood            | 32.77   | 25.22  | 1.299 |
| 1376 | Vallance Jupp                 | 29.41   | 22.64  | 1.299 |
| 1377 | Gihan Rupasinghe              | 35.15   | 27.06  | 1.298 |
| 1378 | Greg Hay                      | 41.77   | 32.16  | 1.298 |
| 1379 | Duminda Wickramasinghe        | 27.91   | 21.49  | 1.298 |
| 1380 | Baba Apparajith               | 38.60   | 29.73  | 1.298 |
| 1381 | Sam Day                       | 29.70   | 22.87  | 1.298 |
| 1382 | Micky Walford                 | 33.71   | 25.97  | 1.298 |
| 1383 | Deon Jordaan                  | 33.83   | 26.06  | 1.298 |
| 1384 | Marcus North                  | 40.72   | 31.37  | 1.298 |
| 1385 | Frank Hayes                   | 35.86   | 27.63  | 1.297 |
| 1386 | Bilal Asad                    | 33.53   | 25.84  | 1.297 |
| 1387 | Peter Handscomb               | 37.40   | 28.83  | 1.297 |
| 1388 | Ben Wilson                    | 27.20   | 20.97  | 1.297 |
| 1389 | Nasir Hossain                 | 39.22   | 30.24  | 1.297 |
| 1390 | Doug Padgett                  | 28.58   | 22.03  | 1.296 |
| 1391 | Morne van Wyk                 | 37.84   | 29.18  | 1.296 |
| 1392 | Gar Waddy                     | 32.64   | 25.17  | 1.296 |
| 1393 | Thomas Sueter                 | 16.82   | 12.98  | 1.296 |
| 1394 | Anil Deshpande                | 32.21   | 24.85  | 1.296 |
| 1395 | Ashar Zaidi                   | 36.25   | 27.97  | 1.295 |
| 1396 | Ivor Foulkes                  | 33.52   | 25.86  | 1.295 |
| 1397 | Denis Moore                   | 32.49   | 25.07  | 1.295 |
| 1398 | Ravi Bopara                   | 40.44   | 31.21  | 1.295 |
| 1399 | Asif Ahmed                    | 36.27   | 27.99  | 1.295 |
| 1400 | Mal Loye                      | 39.91   | 30.81  | 1.295 |
| 1401 | Ben Foakes                    | 39.21   | 30.26  | 1.295 |
| 1402 | Les Berry                     | 30.25   | 23.35  | 1.295 |
| 1403 | Mark Venter                   | 29.54   | 22.80  | 1.295 |
| 1404 | Chris Broad                   | 38.07   | 29.39  | 1.295 |
| 1405 | Deepak Sharma                 | 36.04   | 27.82  | 1.295 |
| 1406 | Adam Hollioake                | 38.74   | 29.94  | 1.293 |
| 1407 | Sujith Somasunder             | 35.64   | 27.55  | 1.293 |
| 1408 | Punter Humphreys              | 27.95   | 21.61  | 1.293 |
| 1409 | Steven Davies                 | 37.71   | 29.16  | 1.293 |
| 1410 | Datta Gaekwad                 | 36.40   | 28.15  | 1.292 |
| 1411 | Tom Westley                   | 35.39   | 27.38  | 1.292 |
| 1412 | Ron Hamence                   | 37.75   | 29.20  | 1.292 |
| 1413 | Prashant Chopra               | 39.66   | 30.69  | 1.292 |
| 1414 | Harry Storer                  | 27.63   | 21.38  | 1.292 |
| 1415 | Jeevantha Kulatunga           | 32.35   | 25.03  | 1.292 |
| 1416 | Bhavin Thakkar                | 34.46   | 26.67  | 1.292 |
| 1417 | Neville Madziva               | 30.86   | 23.89  | 1.291 |
| 1418 | Kevin Bennett                 | 30.60   | 23.69  | 1.291 |
| 1419 | Carlton Baugh                 | 31.51   | 24.40  | 1.291 |
| 1420 | Maurice Tompkin               | 31.83   | 24.65  | 1.291 |
| 1421 | Rishi Dhawan                  | 39.63   | 30.70  | 1.291 |
| 1422 | William Rashleigh             | 25.13   | 19.46  | 1.290 |
| 1423 | Des Schonegevel               | 31.51   | 24.40  | 1.290 |
| 1424 | Jasvir Singh                  | 37.51   | 29.06  | 1.290 |
| 1425 | Imran Khan                    | 36.79   | 28.50  | 1.290 |
| 1426 | Nikhil Gangta                 | 39.36   | 30.50  | 1.290 |
| 1427 | Dane Cleaver                  | 41.14   | 31.89  | 1.290 |
| 1428 | Shantha Kalavitigoda          | 31.81   | 24.66  | 1.290 |
| 1429 | Hugh Morris                   | 40.29   | 31.23  | 1.289 |
| 1430 | Gordon McMillan               | 31.70   | 24.58  | 1.289 |
| 1431 | Craig Evans                   | 34.77   | 26.96  | 1.289 |
| 1432 | Stan Worthington              | 29.07   | 22.55  | 1.289 |
| 1433 | Tasamul Haque                 | 39.43   | 30.59  | 1.289 |
| 1434 | Nkruma Bonner                 | 29.11   | 22.59  | 1.288 |
| 1435 | Sunil Ambris                  | 30.98   | 24.04  | 1.288 |
| 1436 | Prasanth Kumar                | 34.36   | 26.67  | 1.288 |
| 1437 | Dean Brownlie                 | 40.05   | 31.09  | 1.287 |
| 1438 | Michael Klinger               | 39.30   | 30.52  | 1.287 |
| 1439 | Nitin Saini                   | 32.85   | 25.51  | 1.287 |
| 1440 | Lendl Simmons                 | 33.34   | 25.89  | 1.287 |
| 1441 | Manoj Prabhakar               | 41.49   | 32.22  | 1.287 |
| 1442 | William Oscroft               | 19.08   | 14.82  | 1.287 |
| 1443 | Nicky van den Bergh           | 36.59   | 28.43  | 1.287 |
| 1444 | David Dyer                    | 32.66   | 25.38  | 1.286 |
| 1445 | Keith Stackpole               | 39.29   | 30.54  | 1.286 |
| 1446 | Rivaldo Moonsamy              | 35.97   | 27.96  | 1.286 |
| 1447 | David Lloyd                   | 33.33   | 25.92  | 1.286 |
| 1448 | Chris Wilkins                 | 32.63   | 25.37  | 1.286 |
| 1449 | Sachin Baby                   | 32.74   | 25.45  | 1.285 |
| 1450 | Anwar-ul-Haq                  | 32.34   | 25.15  | 1.285 |
| 1451 | Zahid Fazal                   | 34.72   | 27.00  | 1.285 |
| 1452 | Harry Parks                   | 33.57   | 26.11  | 1.285 |
| 1453 | Yohan de Silva                | 33.40   | 25.98  | 1.285 |
| 1454 | John Bell                     | 29.23   | 22.74  | 1.285 |
| 1455 | Laxmidas Jai                  | 31.99   | 24.89  | 1.285 |
| 1456 | Denijs Morkel                 | 34.30   | 26.70  | 1.284 |
| 1457 | Donald Carr                   | 28.61   | 22.27  | 1.284 |
| 1458 | Lawrence Seeff                | 34.51   | 26.86  | 1.284 |
| 1459 | Umar Waheed                   | 30.28   | 23.57  | 1.284 |
| 1460 | Mike Page                     | 28.55   | 22.23  | 1.284 |
| 1461 | Geeth Alwis                   | 35.03   | 27.27  | 1.284 |
| 1462 | Neville Wright                | 32.49   | 25.30  | 1.284 |
| 1463 | Wavell Hinds                  | 36.36   | 28.32  | 1.283 |
| 1464 | Dar Lyon                      | 29.27   | 22.80  | 1.283 |
| 1465 | Natraj Behera                 | 34.44   | 26.83  | 1.283 |
| 1466 | Chris Cooke                   | 37.61   | 29.30  | 1.283 |
| 1467 | Ken Suttle                    | 31.09   | 24.22  | 1.283 |
| 1468 | Ross McMillan                 | 31.84   | 24.81  | 1.283 |
| 1469 | Craig Spearman                | 37.85   | 29.49  | 1.283 |
| 1470 | Colin McCool                  | 32.85   | 25.61  | 1.282 |
| 1471 | Charles Hawkins               | 12.35   | 9.62   | 1.282 |
| 1472 | Anthony Biggs                 | 32.77   | 25.55  | 1.282 |
| 1473 | Bhargav Merai                 | 39.99   | 31.17  | 1.282 |
| 1474 | Roy Virgin                    | 29.87   | 23.29  | 1.282 |
| 1475 | Andre Seymore                 | 34.59   | 26.96  | 1.282 |
| 1476 | Robert East                   | 31.48   | 24.55  | 1.282 |
| 1477 | Srikar Bharat                 | 36.65   | 28.59  | 1.282 |
| 1478 | Mohammad Ilyas                | 35.71   | 27.85  | 1.282 |
| 1479 | Tommy Cook                    | 30.37   | 23.69  | 1.281 |
| 1480 | John Raphael                  | 30.97   | 24.17  | 1.281 |
| 1481 | Geoff Davies                  | 36.13   | 28.20  | 1.281 |
| 1482 | Sonny Avery                   | 33.65   | 26.27  | 1.281 |
| 1483 | Matt Renshaw                  | 36.50   | 28.48  | 1.281 |
| 1484 | Brian Hardie                  | 34.22   | 26.71  | 1.281 |
| 1485 | Willis Walker                 | 32.37   | 25.27  | 1.281 |
| 1486 | Nadeem Abbasi                 | 29.63   | 23.14  | 1.280 |
| 1487 | Peter Moor                    | 33.50   | 26.16  | 1.280 |
| 1488 | Nazir Ali                     | 30.17   | 23.56  | 1.280 |
| 1489 | Marshall Ayub                 | 37.19   | 29.04  | 1.280 |
| 1490 | Andrew McDonald               | 39.54   | 30.89  | 1.279 |
| 1491 | Francis Ford                  | 27.05   | 21.13  | 1.279 |
| 1492 | Jamie Brayshaw                | 42.53   | 33.23  | 1.279 |
| 1493 | Shane Burger                  | 33.67   | 26.31  | 1.279 |
| 1494 | Stephen Bruce                 | 32.09   | 25.07  | 1.279 |
| 1495 | Robert Bentley                | 32.84   | 25.66  | 1.279 |
| 1496 | David Sales                   | 39.27   | 30.69  | 1.279 |
| 1497 | Asif Zakir                    | 36.69   | 28.68  | 1.279 |
| 1498 | Ken Cunningham                | 37.14   | 29.03  | 1.279 |
| 1499 | Nurul Hasan                   | 38.06   | 29.75  | 1.279 |
| 1500 | Vic Richardson                | 37.63   | 29.42  | 1.279 |
| 1501 | Craig Norris                  | 31.14   | 24.37  | 1.278 |
| 1502 | Ashfaq Ahmed                  | 33.84   | 26.49  | 1.277 |
| 1503 | Steven Pope                   | 32.91   | 25.77  | 1.277 |
| 1504 | Keaton Jennings               | 34.97   | 27.39  | 1.276 |
| 1505 | Kirk Edwards                  | 33.41   | 26.17  | 1.276 |
| 1506 | Paul Hibbert                  | 38.62   | 30.25  | 1.276 |
| 1507 | Aarpit Vasavada               | 36.27   | 28.41  | 1.276 |
| 1508 | Prem Bhatia                   | 30.69   | 24.04  | 1.276 |
| 1509 | Martin Horton                 | 29.55   | 23.15  | 1.276 |
| 1510 | Doug Watson                   | 36.80   | 28.84  | 1.276 |
| 1511 | Robert Samuels                | 31.77   | 24.90  | 1.276 |
| 1512 | Harry Donnan                  | 29.19   | 22.88  | 1.275 |
| 1513 | Tejinder Singh                | 36.44   | 28.58  | 1.275 |
| 1514 | Cameron White                 | 39.91   | 31.29  | 1.275 |
| 1515 | Dick Young                    | 28.80   | 22.58  | 1.275 |
| 1516 | Roger Winlaw                  | 35.63   | 27.94  | 1.275 |
| 1517 | Zahid Ahmed                   | 33.79   | 26.50  | 1.275 |
| 1518 | Arthur Carr                   | 31.56   | 24.76  | 1.274 |
| 1519 | Mike Veletta                  | 39.12   | 30.70  | 1.274 |
| 1520 | Tom Lowry                     | 31.19   | 24.48  | 1.273 |
| 1521 | David Ogilvie                 | 34.15   | 26.82  | 1.273 |
| 1522 | Glenn Maxwell                 | 39.81   | 31.26  | 1.273 |
| 1523 | Russell Walker                | 19.79   | 15.54  | 1.273 |
| 1524 | Mark Greatbatch               | 37.89   | 29.76  | 1.273 |
| 1525 | Jim Allenby                   | 37.06   | 29.11  | 1.273 |
| 1526 | David Ward                    | 38.39   | 30.16  | 1.272 |
| 1527 | Colin de Grandhomme           | 38.08   | 29.92  | 1.272 |
| 1528 | David Fletcher                | 30.25   | 23.77  | 1.272 |
| 1529 | Maurice Hallam                | 28.84   | 22.66  | 1.272 |
| 1530 | Hugh Massie                   | 23.00   | 18.08  | 1.272 |
| 1531 | Fred Bowley                   | 29.62   | 23.28  | 1.272 |
| 1532 | Siddhesh Lad                  | 40.58   | 31.89  | 1.272 |
| 1533 | Jeff Crowe                    | 37.90   | 29.79  | 1.272 |
| 1534 | Alex Hales                    | 37.81   | 29.72  | 1.271 |
| 1535 | Michael Vaughan               | 36.95   | 29.05  | 1.271 |
| 1536 | Jeewan Mendis                 | 35.82   | 28.17  | 1.271 |
| 1537 | Ashan Priyanjan               | 38.47   | 30.25  | 1.271 |
| 1538 | Philip Amm                    | 35.00   | 27.52  | 1.271 |
| 1539 | Vijay Yadav                   | 36.25   | 28.51  | 1.271 |
| 1540 | Charlie Harris                | 35.05   | 27.57  | 1.271 |
| 1541 | Donovan Pagon                 | 30.14   | 23.71  | 1.271 |
| 1542 | Charles Baker                 | 29.53   | 23.23  | 1.270 |
| 1543 | Zafar Altaf                   | 32.21   | 25.35  | 1.270 |
| 1544 | Giff Vivian                   | 34.71   | 27.32  | 1.270 |
| 1545 | Des Barrick                   | 32.64   | 25.69  | 1.270 |
