+-----------------------------+-----------------------------+-------+
| Batter                      | Fielder                     | Count |
| Adam Gilchrist              | Andrew Flintoff             | 1     |
| Mahendra Dhoni              | Younis Khan                 | 1     |
| Shoaib Malik                | Harbhajan Singh             | 1     |
| Shahid Afridi               | Dinesh Karthik              | 1     |
| Steve Tikolo                | Mahela Jayawardene          | 1     |
| Peter Ongondo               | Mahela Jayawardene          | 1     |
| Lou Vincent                 | Chamara Silva               | 1     |
| Peter Fulton                | Lasith Malinga              | 1     |
| Upul Tharanga               | Chris Martin                | 1     |
| Sanath Jayasuriya           | Peter Fulton                | 1     |
| Kumar Sangakkara            | Ross Taylor                 | 1     |
| Tamim Iqbal                 | Graeme Smith                | 1     |
| Mohammad Ashraful           | Graeme Smith                | 1     |
| Alok Kapali                 | AB de Villiers              | 1     |
| Mashrafe Mortaza            | Jean-Paul Duminy            | 1     |
| Farhad Reza                 | Justin Kemp                 | 1     |
| Mushfiqur Rahim             | Shaun Pollock               | 1     |
| Albie Morkel                | Farhad Reza                 | 1     |
| Tamim Iqbal                 | Ricky Ponting               | 1     |
| Nazimuddin                  | Ricky Ponting               | 1     |
| Aftab Ahmed                 | Brad Hodge                  | 1     |
| Mohammad Ashraful           | Andrew Symonds              | 1     |
| Farhad Reza                 | Mike Hussey                 | 1     |
| Lou Vincent                 | Dinesh Karthik              | 1     |
| Brendon McCullum            | Gautam Gambhir              | 1     |
| Jacob Oram                  | Rudra Singh                 | 1     |
| Virender Sehwag             | Scott Styris                | 1     |
| Yuvraj Singh                | Ross Taylor                 | 1     |
| Dinesh Karthik              | Shane Bond                  | 1     |
| Harbhajan Singh             | Daniel Vettori              | 1     |
| Graeme Smith                | Dimitri Mascarenhas         | 1     |
| Mark Boucher                | Kevin Pietersen             | 1     |
| Albie Morkel                | Jeremy Snape                | 1     |
| Matt Prior                  | Vernon Philander            | 1     |
| Paul Collingwood            | Justin Kemp                 | 1     |
| Jeremy Snape                | AB de Villiers              | 1     |
| Imran Nazir                 | Jehan Mubarak               | 1     |
| Younis Khan                 | Tillakaratne Dilshan        | 1     |
| Upul Tharanga               | Umar Gul                    | 1     |
| Mahela Jayawardene          | Mohammad Hafeez             | 1     |
| Tillakaratne Dilshan        | Younis Khan                 | 1     |
| Jehan Mubarak               | Shahid Afridi               | 1     |
| Gayan Wijekoon              | Mohammad Hafeez             | 1     |
| Lasith Malinga              | Younis Khan                 | 1     |
| Adam Gilchrist              | Mohammad Hafeez             | 1     |
| Matthew Hayden              | Younis Khan                 | 1     |
| Mike Hussey                 | Imran Nazir                 | 1     |
| Brad Hodge                  | Younis Khan                 | 1     |
| Imran Nazir                 | Mitchell Johnson            | 1     |
| Mohammad Hafeez             | Michael Clarke              | 1     |
| Younis Khan                 | Brett Lee                   | 1     |
| Ross Taylor                 | Andrew Flintoff             | 1     |
| Craig McMillan              | Dimitri Mascarenhas         | 1     |
| Vikram Solanki              | Lou Vincent                 | 1     |
| Paul Collingwood            | Craig McMillan              | 1     |
| Sanath Jayasuriya           | Mahmudullah                 | 1     |
| Tamim Iqbal                 | Lasith Malinga              | 1     |
| Mohammad Ashraful           | Tillakaratne Dilshan        | 1     |
| Mahmudullah                 | Jehan Mubarak               | 1     |
| Scott Styris                | AB de Villiers              | 1     |
| Yuvraj Singh                | Paul Collingwood            | 1     |
| Darren Maddy                | Gautam Gambhir              | 1     |
| Vikram Solanki              | Rohit Sharma                | 1     |
| Owais Shah                  | Joginder Sharma             | 1     |
| Luke Wright                 | Harbhajan Singh             | 1     |
| Upul Tharanga               | Brett Lee                   | 1     |
| Kumar Sangakkara            | Michael Clarke              | 1     |
| Mahela Jayawardene          | Stuart Clark                | 1     |
| Chamara Silva               | Brett Lee                   | 1     |
| Jehan Mubarak               | Andrew Symonds              | 1     |
| Farveez Maharoof            | Michael Clarke              | 1     |
| Chaminda Vaas               | Brett Lee                   | 1     |
| Gautam Gambhir              | Graeme Smith                | 1     |
| Dinesh Karthik              | Albie Morkel                | 1     |
| Robin Uthappa               | Graeme Smith                | 1     |
| Graeme Smith                | Dinesh Karthik              | 1     |
| Junaid Siddique             | Misbah-ul-Haq               | 1     |
| Mohammad Hafeez             | Tamim Iqbal                 | 1     |
| Shoaib Malik                | Aftab Ahmed                 | 1     |
| Gautam Gambhir              | Brad Hodge                  | 1     |
| Yuvraj Singh                | Mike Hussey                 | 1     |
| Brad Hodge                  | Joginder Sharma             | 1     |
| Mike Hussey                 | Yuvraj Singh                | 1     |
| Scott Styris                | Sohail Tanvir               | 1     |
| Peter Fulton                | Shoaib Malik                | 1     |
| Craig McMillan              | Younis Khan                 | 1     |
| Shahid Afridi               | Peter Fulton                | 1     |
| Gautam Gambhir              | Mohammad Asif               | 1     |
| Yusuf Pathan                | Shoaib Malik                | 1     |
| Robin Uthappa               | Shahid Afridi               | 1     |
| Mohammad Hafeez             | Robin Uthappa               | 1     |
| Younis Khan                 | Yusuf Pathan                | 1     |
| Misbah-ul-Haq               | Shanthakumaran Sreesanth    | 1     |
| Shahid Afridi               | Shanthakumaran Sreesanth    | 1     |
| Gautam Gambhir              | Ricky Ponting               | 1     |
| Brendon McCullum            | Jean-Paul Duminy            | 1     |
| Jamie How                   | Jean-Paul Duminy            | 1     |
| Ross Taylor                 | Jacques Kallis              | 1     |
| Scott Styris                | Graeme Smith                | 1     |
| Gareth Hopkins              | AB de Villiers              | 1     |
| Jacques Kallis              | Kyle Mills                  | 1     |
| Shaun Pollock               | Ross Taylor                 | 1     |
| Albie Morkel                | Daniel Vettori              | 1     |
| Adam Gilchrist              | Jeetan Patel                | 1     |
| Michael Clarke              | Ross Taylor                 | 1     |
| Adam Voges                  | Ross Taylor                 | 1     |
| Luke Pomersbach             | Ross Taylor                 | 1     |
| Scott Styris                | Nathan Bracken              | 1     |
| Kyle Mills                  | Mitchell Johnson            | 1     |
| Herschelle Gibbs            | Shiv Chanderpaul            | 1     |
| Brenton Parchment           | Jean-Paul Duminy            | 1     |
| Denesh Ramdin               | Johan Botha                 | 1     |
| Shiv Chanderpaul            | Johan Botha                 | 1     |
| Dwayne Bravo                | Jean-Paul Duminy            | 1     |
| Rawl Lewis                  | AB de Villiers              | 1     |
| Jean-Paul Duminy            | Shiv Chanderpaul            | 1     |
| Justin Ontong               | Dwayne Bravo                | 1     |
| Mark Boucher                | Rawl Lewis                  | 1     |
