+------+--------------------------+---------+--------+-------+
| Rank | Batsman                  | Average | Others | Ratio |
| 1222 | Pieter Strydom           | 9.60    | 26.71  | 0.359 |
| 1223 | Dennis Lillee            | 9.23    | 25.77  | 0.358 |
| 1224 | Shem Ngoche              | 7.55    | 21.12  | 0.357 |
| 1225 | Daryl Tuffey             | 9.51    | 26.62  | 0.357 |
| 1226 | Asoka de Silva           | 9.85    | 27.64  | 0.356 |
| 1227 | John Lever               | 8.00    | 22.45  | 0.356 |
| 1228 | Colin Croft              | 9.00    | 25.33  | 0.355 |
| 1229 | Anil Kumble              | 10.53   | 29.75  | 0.354 |
| 1230 | Champaka Ramanayake      | 10.00   | 28.36  | 0.352 |
| 1231 | Alasdair Evans           | 10.00   | 28.36  | 0.352 |
| 1232 | Kuldeep Yadav            | 12.30   | 35.01  | 0.351 |
| 1233 | Mohsin Kamal             | 9.00    | 25.67  | 0.350 |
| 1234 | Rodney Hogg              | 9.13    | 26.10  | 0.349 |
| 1235 | Joel Garner              | 9.19    | 26.41  | 0.348 |
| 1236 | Mark Priest              | 10.30   | 29.64  | 0.347 |
| 1237 | Tim May                  | 9.75    | 28.14  | 0.346 |
| 1238 | Umar Gul                 | 9.72    | 28.06  | 0.346 |
| 1239 | Michael Holding          | 9.09    | 26.25  | 0.346 |
| 1240 | Ray Price                | 9.66    | 27.96  | 0.345 |
| 1241 | Peter Ongondo            | 8.88    | 25.72  | 0.345 |
| 1242 | Kwame Tucker             | 9.50    | 27.61  | 0.343 |
| 1243 | Patrick Patterson        | 8.80    | 25.59  | 0.343 |
| 1244 | David Williams           | 9.18    | 26.88  | 0.341 |
| 1245 | Danny Morrison           | 9.00    | 26.42  | 0.340 |
| 1246 | Sanjayan Thuraisingam    | 6.42    | 18.98  | 0.338 |
| 1247 | Ranjith Madurasinghe     | 10.50   | 31.07  | 0.337 |
| 1248 | Tino Best                | 9.50    | 28.16  | 0.337 |
| 1249 | Noshthush Kenjige        | 8.00    | 23.75  | 0.336 |
| 1250 | Sheldon Cotterell        | 11.00   | 32.69  | 0.336 |
| 1251 | Dilhara Fernando         | 9.19    | 27.33  | 0.336 |
| 1252 | Dominic Cork             | 10.00   | 29.89  | 0.334 |
| 1253 | Fidel Edwards            | 9.12    | 27.31  | 0.334 |
| 1254 | Geoff Miller             | 8.50    | 25.49  | 0.333 |
| 1255 | Gary Robertson           | 8.16    | 24.50  | 0.333 |
| 1256 | Sadanand Viswanath       | 9.00    | 27.04  | 0.332 |
| 1257 | Fahim Ashraf             | 11.47   | 34.48  | 0.332 |
| 1258 | Tom Hogan                | 9.00    | 27.06  | 0.332 |
| 1259 | Ziaur Rahman             | 11.27   | 34.09  | 0.330 |
| 1260 | Devendra Bishoo          | 10.93   | 33.11  | 0.330 |
| 1261 | Kyle Jarvis              | 9.65    | 29.28  | 0.329 |
| 1262 | Tony Gray                | 8.50    | 25.80  | 0.329 |
| 1263 | Shoaib Akhtar            | 8.95    | 27.21  | 0.328 |
| 1264 | Peter Siddle             | 10.33   | 31.68  | 0.326 |
| 1265 | Imran Haider             | 8.28    | 25.43  | 0.325 |
| 1266 | Sharafuddin Ashraf       | 9.42    | 28.97  | 0.325 |
| 1267 | Chris Pringle            | 8.77    | 26.98  | 0.325 |
| 1268 | Rudra Singh              | 10.40   | 32.19  | 0.323 |
| 1269 | Vinothen John            | 9.33    | 28.93  | 0.322 |
| 1270 | David Brain              | 8.35    | 26.19  | 0.319 |
| 1271 | James Pattinson          | 10.50   | 32.94  | 0.318 |
| 1272 | Hasibul Hossain          | 8.60    | 27.12  | 0.317 |
| 1273 | Fanie de Villiers        | 8.09    | 25.62  | 0.315 |
| 1274 | Dayle Hadlee             | 8.00    | 25.42  | 0.314 |
| 1275 | Ben Hilfenhaus           | 9.66    | 30.80  | 0.313 |
| 1276 | Tawanda Mupariwa         | 8.40    | 26.79  | 0.313 |
| 1277 | Graeme Labrooy           | 8.58    | 27.48  | 0.312 |
| 1278 | Moises Henriques         | 9.00    | 28.98  | 0.310 |
| 1279 | Dave Gilbert             | 7.80    | 25.14  | 0.310 |
| 1280 | Trent Boult              | 9.35    | 30.20  | 0.309 |
| 1281 | Dale Steyn               | 9.35    | 30.61  | 0.305 |
| 1282 | Fred Klaassen            | 7.57    | 24.80  | 0.305 |
| 1283 | Grant Bradburn           | 8.57    | 28.08  | 0.305 |
| 1284 | Pramodya Wickramasinghe  | 8.60    | 28.18  | 0.305 |
| 1285 | Clinton McKay            | 9.04    | 29.99  | 0.301 |
| 1286 | Suranga Lakmal           | 9.38    | 31.23  | 0.300 |
| 1287 | Patrick Cummins          | 9.82    | 32.71  | 0.300 |
| 1288 | Martin Suji              | 8.23    | 27.47  | 0.299 |
| 1289 | Morn? Morkel             | 9.24    | 30.87  | 0.299 |
| 1290 | Ajantha Mendis           | 8.17    | 27.34  | 0.298 |
| 1291 | Rangana Herath           | 9.33    | 31.25  | 0.298 |
| 1292 | Aizaz Cheema             | 8.66    | 29.12  | 0.297 |
| 1293 | Sikander Bakht           | 7.75    | 26.18  | 0.295 |
| 1294 | Jeff Thomson             | 7.54    | 25.51  | 0.295 |
| 1295 | Paul Hoffmann            | 7.72    | 26.24  | 0.294 |
| 1296 | Bruce French             | 6.80    | 23.11  | 0.294 |
| 1297 | Shahadat Hossain         | 7.90    | 26.91  | 0.293 |
| 1298 | Rod McCurdy              | 8.25    | 28.25  | 0.291 |
| 1299 | Makhaya Ntini            | 8.65    | 29.69  | 0.291 |
| 1300 | Zahoor Khan              | 7.54    | 25.90  | 0.291 |
| 1301 | Neville Madziva          | 7.44    | 25.82  | 0.288 |
| 1302 | Ish Sodhi                | 9.33    | 32.40  | 0.288 |
| 1303 | Willie Watson            | 7.81    | 27.26  | 0.286 |
| 1304 | Nosaina Pokana           | 7.12    | 24.85  | 0.286 |
| 1305 | Tim Murtagh              | 7.83    | 27.33  | 0.286 |
| 1306 | Doug Bollinger           | 8.33    | 29.09  | 0.286 |
| 1307 | Boyd Rankin              | 7.69    | 26.90  | 0.285 |
| 1308 | Abdur Rehman             | 8.35    | 29.37  | 0.284 |
| 1309 | Jerome Taylor            | 8.42    | 29.63  | 0.284 |
| 1310 | Tom Sole                 | 7.66    | 26.97  | 0.284 |
| 1311 | Barry McCarthy           | 8.10    | 28.76  | 0.281 |
| 1312 | Mujeeb Zadran            | 7.38    | 26.34  | 0.280 |
| 1313 | Winston Benjamin         | 7.45    | 26.82  | 0.277 |
| 1314 | Anrich Nortje            | 9.50    | 34.23  | 0.277 |
| 1315 | John Maguire             | 7.00    | 25.31  | 0.276 |
| 1316 | Ryan Harris              | 8.00    | 29.00  | 0.275 |
| 1317 | Craig Young              | 7.60    | 27.60  | 0.275 |
| 1318 | Harry Gurney             | 7.50    | 27.30  | 0.274 |
| 1319 | Jon Lewis                | 8.33    | 30.34  | 0.274 |
| 1320 | Yuzvendra Chahal         | 9.42    | 34.35  | 0.274 |
| 1321 | Balaji Rao               | 7.37    | 26.88  | 0.274 |
| 1322 | Kyle Abbott              | 8.44    | 30.88  | 0.273 |
| 1323 | Michael Mason            | 8.00    | 29.29  | 0.273 |
| 1324 | Stephen Harmison         | 8.27    | 30.29  | 0.273 |
| 1325 | Sulieman Benn            | 7.91    | 29.05  | 0.272 |
| 1326 | Eric Upashantha          | 7.00    | 25.76  | 0.271 |
| 1327 | Prabath Nissanka         | 6.62    | 24.58  | 0.269 |
| 1328 | Reon King                | 7.22    | 26.84  | 0.269 |
| 1329 | Mike Whitney             | 6.66    | 24.79  | 0.268 |
| 1330 | Henry Olonga             | 7.30    | 27.21  | 0.268 |
| 1331 | Vinay Kumar              | 9.55    | 35.60  | 0.268 |
| 1332 | James Anderson           | 7.63    | 28.48  | 0.268 |
| 1333 | Shapoor Zadran           | 6.70    | 25.04  | 0.267 |
| 1334 | Aaron Phangiso           | 7.36    | 27.53  | 0.267 |
| 1335 | Zulqarnain               | 6.00    | 22.53  | 0.266 |
| 1336 | Ravindra Pushpakumara    | 9.00    | 33.85  | 0.265 |
| 1337 | Andrew Whittall          | 7.63    | 28.84  | 0.264 |
| 1338 | Mohit Sharma             | 7.75    | 29.30  | 0.264 |
| 1339 | Brian Murphy             | 8.00    | 30.47  | 0.262 |
| 1340 | Mohammad Akram           | 7.00    | 26.79  | 0.261 |
| 1341 | Arun Lal                 | 9.38    | 35.96  | 0.260 |
| 1342 | Sajid Mahmood            | 7.72    | 29.63  | 0.260 |
| 1343 | Craig McDermott          | 7.08    | 27.27  | 0.259 |
| 1344 | Pulasthi Gunaratne       | 7.20    | 27.77  | 0.259 |
| 1345 | Jake Ball                | 9.50    | 36.74  | 0.258 |
| 1346 | Douglas Hondo            | 7.47    | 28.90  | 0.258 |
| 1347 | Matthew Hart             | 7.62    | 29.50  | 0.258 |
| 1348 | Courtney Walsh           | 6.97    | 27.03  | 0.258 |
| 1349 | Hendy Bryan              | 7.16    | 27.95  | 0.256 |
| 1350 | Aashish Kapoor           | 7.16    | 28.01  | 0.255 |
| 1351 | Charitha Buddhika        | 7.25    | 28.35  | 0.255 |
| 1352 | Hamid Hassan             | 6.68    | 26.38  | 0.253 |
| 1353 | Imran Tahir              | 7.85    | 31.07  | 0.252 |
| 1354 | Brian Vitori             | 7.81    | 30.99  | 0.252 |
| 1355 | Saeed Ajmal              | 7.04    | 27.96  | 0.251 |
| 1356 | Neil McGarrell           | 7.50    | 30.02  | 0.249 |
| 1357 | Muttiah Muralitharan     | 6.80    | 27.31  | 0.249 |
| 1358 | Mohammad Zahid           | 7.50    | 30.11  | 0.249 |
| 1359 | Steven Finn              | 8.00    | 32.12  | 0.249 |
| 1360 | Adam Zampa               | 8.38    | 33.82  | 0.247 |
| 1361 | Robin Jackman            | 6.75    | 27.36  | 0.246 |
| 1362 | Mark Wood                | 9.00    | 36.58  | 0.245 |
| 1363 | Tendai Chatara           | 6.96    | 28.43  | 0.244 |
| 1364 | Stephen Peall            | 6.50    | 26.67  | 0.243 |
| 1365 | Vasbert Drakes           | 7.83    | 32.15  | 0.243 |
| 1366 | Mervyn Dillon            | 7.32    | 30.15  | 0.242 |
| 1367 | Derek Underwood          | 5.88    | 24.37  | 0.241 |
| 1368 | Mohammad Sheikh          | 6.80    | 28.16  | 0.241 |
| 1369 | Chris Tremlett           | 7.14    | 29.74  | 0.240 |
| 1370 | Heath Davis              | 6.50    | 27.13  | 0.239 |
| 1371 | Lockie Ferguson          | 7.00    | 29.32  | 0.238 |
| 1372 | Iqbal Qasim              | 6.50    | 27.27  | 0.238 |
| 1373 | Venkatesh Prasad         | 6.90    | 29.07  | 0.237 |
| 1374 | Umesh Yadav              | 7.90    | 33.57  | 0.235 |
| 1375 | Munaf Patel              | 6.72    | 28.73  | 0.234 |
| 1376 | Lonwabo Tsotsobe         | 7.00    | 29.97  | 0.233 |
| 1377 | Kevin Sandher            | 5.83    | 25.13  | 0.232 |
| 1378 | Sajeewa de Silva         | 6.50    | 28.20  | 0.230 |
| 1379 | Richard Collinge         | 5.66    | 24.59  | 0.230 |
| 1380 | Gladstone Small          | 6.53    | 28.36  | 0.230 |
| 1381 | Lasith Malinga           | 6.83    | 29.68  | 0.230 |
| 1382 | Jermaine Lawson          | 6.00    | 26.15  | 0.229 |
| 1383 | Edward Rainsford         | 5.50    | 24.22  | 0.227 |
| 1384 | Reece Topley             | 8.00    | 35.30  | 0.226 |
| 1385 | Peter Martin             | 6.33    | 28.10  | 0.225 |
| 1386 | Danish Kaneria           | 6.00    | 26.64  | 0.225 |
| 1387 | Manjural Islam           | 5.88    | 26.22  | 0.224 |
| 1388 | Bishan Bedi              | 6.20    | 27.65  | 0.224 |
| 1389 | Alan Mullally            | 5.73    | 25.65  | 0.223 |
| 1390 | Nadeem Ahmed             | 5.58    | 25.04  | 0.222 |
| 1391 | Richard Johnson          | 5.33    | 24.08  | 0.221 |
| 1392 | Shafiuddin Ahmed         | 5.50    | 24.84  | 0.221 |
| 1393 | Tinashe Panyangara       | 6.63    | 29.99  | 0.221 |
| 1394 | Mustafizur Rahman        | 6.83    | 30.91  | 0.221 |
| 1395 | Ajmal Shahzad            | 6.50    | 29.40  | 0.221 |
| 1396 | Mohammed Shami           | 7.66    | 34.80  | 0.220 |
| 1397 | Ehsan Nawaz              | 5.00    | 23.88  | 0.209 |
| 1398 | Lionel Baker             | 6.50    | 31.07  | 0.209 |
| 1399 | Charl Langeveldt         | 6.63    | 31.80  | 0.208 |
| 1400 | Roger Telemachus         | 6.08    | 29.48  | 0.206 |
| 1401 | Jofra Archer             | 6.75    | 32.76  | 0.206 |
| 1402 | Shafiul Islam            | 6.09    | 29.64  | 0.205 |
| 1403 | James Ngoche             | 5.00    | 24.89  | 0.200 |
| 1404 | Corey Collymore          | 5.77    | 28.90  | 0.199 |
| 1405 | Debasis Mohanty          | 5.60    | 28.45  | 0.196 |
| 1406 | Jason Behrendorff        | 7.00    | 35.59  | 0.196 |
| 1407 | Wellington Masakadza     | 5.58    | 28.75  | 0.194 |
| 1408 | Juan Theron              | 5.22    | 27.09  | 0.192 |
| 1409 | Simon Davis              | 5.00    | 26.42  | 0.189 |
| 1410 | Monty Panesar            | 5.20    | 27.51  | 0.188 |
| 1411 | Elijah Otieno            | 4.90    | 26.04  | 0.188 |
| 1412 | Ashish Nehra             | 5.64    | 30.02  | 0.187 |
| 1413 | Nilesh Kulkarni          | 5.50    | 29.35  | 0.187 |
| 1414 | Syed Rasel               | 5.06    | 27.59  | 0.183 |
| 1415 | Nazmul Hossain           | 4.37    | 23.95  | 0.182 |
| 1416 | Gopal Sharma             | 5.50    | 30.13  | 0.182 |
| 1417 | Daren Powell             | 5.36    | 29.54  | 0.181 |
| 1418 | Jasprit Bumrah           | 6.42    | 35.67  | 0.180 |
| 1419 | Tafadzwa Kamungozi       | 5.40    | 30.47  | 0.177 |
| 1420 | Bryan Strang             | 5.11    | 29.03  | 0.176 |
| 1421 | Qadeer Ahmed             | 4.50    | 25.66  | 0.175 |
| 1422 | Lahiru Kumara            | 5.66    | 32.46  | 0.174 |
| 1423 | John Nyumbu              | 4.60    | 26.63  | 0.172 |
| 1424 | Amit Mishra              | 5.37    | 31.19  | 0.172 |
| 1425 | Paul Jarvis              | 5.16    | 30.30  | 0.170 |
| 1426 | Murphy Su'a              | 4.80    | 28.53  | 0.168 |
| 1427 | Rubel Hossain            | 4.96    | 29.65  | 0.167 |
| 1428 | Cameron Cuffy            | 4.42    | 26.65  | 0.166 |
| 1429 | Taskin Ahmed             | 5.13    | 31.05  | 0.165 |
| 1430 | Sohail Khan              | 5.00    | 30.48  | 0.163 |
| 1431 | Richard Ngarava          | 4.37    | 26.68  | 0.163 |
| 1432 | Ata-ur-Rehman            | 4.85    | 29.63  | 0.163 |
| 1433 | Pommie Mbangwa           | 4.85    | 29.68  | 0.163 |
| 1434 | Hamish Bennett           | 5.00    | 30.59  | 0.163 |
| 1435 | Eddie Hemmings           | 5.00    | 30.99  | 0.161 |
| 1436 | Henry Osinde             | 4.26    | 26.47  | 0.161 |
| 1437 | Piyush Chawla            | 5.42    | 33.91  | 0.160 |
| 1438 | Bilal Khan               | 4.16    | 26.12  | 0.159 |
| 1439 | Allan Donald             | 4.31    | 27.21  | 0.158 |
| 1440 | Lakshan Sandakan         | 5.33    | 34.00  | 0.156 |
| 1441 | Gareth Batty             | 5.00    | 32.27  | 0.154 |
| 1442 | Shoriful Islam           | 4.25    | 27.64  | 0.153 |
| 1443 | Junaid Khan              | 4.85    | 31.75  | 0.152 |
| 1444 | Brad Wheal               | 4.00    | 26.73  | 0.149 |
| 1445 | Monde Zondeki            | 4.00    | 26.97  | 0.148 |
| 1446 | Salil Ankola             | 3.77    | 25.59  | 0.147 |
| 1447 | Anthony Ireland          | 3.75    | 25.80  | 0.145 |
| 1448 | Ishant Sharma            | 4.80    | 33.12  | 0.144 |
| 1449 | Shaun Graf               | 4.00    | 27.62  | 0.144 |
| 1450 | Matthew Hoggard          | 4.25    | 29.65  | 0.143 |
| 1451 | Joseph Angara            | 3.83    | 26.96  | 0.142 |
| 1452 | Hamza Hotak              | 3.28    | 23.29  | 0.141 |
| 1453 | Khaleel Ahmed            | 4.50    | 32.02  | 0.140 |
| 1454 | Andy McKay               | 4.00    | 28.71  | 0.139 |
| 1455 | Miguel Cummins           | 5.00    | 36.13  | 0.138 |
| 1456 | Venkatapathy Raju        | 4.00    | 28.92  | 0.138 |
| 1457 | Mohammad Irfan           | 4.00    | 28.93  | 0.138 |
| 1458 | Josh Little              | 4.16    | 30.28  | 0.137 |
| 1459 | Bruce Reid               | 3.76    | 27.52  | 0.136 |
| 1460 | Pedro Collins            | 4.28    | 31.32  | 0.136 |
| 1461 | Glenn McGrath            | 3.83    | 28.52  | 0.134 |
| 1462 | Iain Wardlaw             | 3.50    | 26.18  | 0.133 |
| 1463 | Haris Rauf               | 4.50    | 34.43  | 0.130 |
| 1464 | Nuwan Pradeep            | 4.37    | 33.90  | 0.129 |
| 1465 | Mohammad Asif            | 3.77    | 30.11  | 0.125 |
| 1466 | Junaid Siddique          | 3.00    | 24.12  | 0.124 |
| 1467 | Geoff Allott             | 3.40    | 27.49  | 0.123 |
| 1468 | Vivian Kingma            | 3.33    | 27.25  | 0.122 |
| 1469 | Peter Chase              | 3.50    | 28.69  | 0.121 |
| 1470 | Abey Kuruvilla           | 3.71    | 30.60  | 0.121 |
| 1471 | Shanthakumaran Sreesanth | 4.00    | 33.36  | 0.119 |
| 1472 | Rahul Sanghvi            | 4.00    | 33.49  | 0.119 |
| 1473 | Hamza Tahir              | 3.25    | 27.41  | 0.118 |
| 1474 | Shayne O'Connor          | 3.42    | 29.53  | 0.116 |
| 1475 | Greg Campbell            | 3.00    | 25.87  | 0.115 |
| 1476 | Dilip Doshi              | 3.00    | 26.76  | 0.112 |
| 1477 | Chanaka Welagedara       | 4.00    | 37.04  | 0.107 |
| 1478 | Enamul Haque             | 3.00    | 27.78  | 0.107 |
| 1479 | Carl Rackemann           | 2.83    | 26.61  | 0.106 |
| 1480 | Ryan Higgins             | 2.50    | 23.55  | 0.106 |
| 1481 | Shannon Gabriel          | 3.42    | 32.36  | 0.105 |
| 1482 | Parth Desai              | 2.66    | 25.25  | 0.105 |
| 1483 | Nantie Hayward           | 3.00    | 28.43  | 0.105 |
| 1484 | Blessing Muzarabani      | 2.81    | 26.71  | 0.105 |
| 1485 | Adeel Raja               | 2.80    | 26.73  | 0.104 |
| 1486 | Devon Malcolm            | 3.00    | 29.07  | 0.103 |
| 1487 | Chris Sole               | 3.20    | 31.04  | 0.103 |
| 1488 | Ashok Dinda              | 4.20    | 40.98  | 0.102 |
| 1489 | Christopher Mpofu        | 2.85    | 28.66  | 0.099 |
| 1490 | Laxman Sivaramakrishnan  | 2.50    | 25.19  | 0.099 |
| 1491 | Paul Allott              | 3.00    | 30.34  | 0.098 |
| 1492 | Terry Alderman           | 2.66    | 27.02  | 0.098 |
| 1493 | Norman Cowans            | 2.60    | 26.56  | 0.097 |
| 1494 | Kapila Wijegunawardene   | 2.85    | 29.48  | 0.096 |
| 1495 | Richard de Groen         | 2.40    | 26.32  | 0.091 |
| 1496 | Jade Dernbach            | 2.71    | 33.31  | 0.081 |
| 1497 | Al-Amin Hossain          | 2.00    | 24.99  | 0.080 |
| 1498 | Scott Boland             | 3.00    | 37.87  | 0.079 |
| 1499 | Rahat Ali                | 2.66    | 33.79  | 0.078 |
| 1500 | Oshane Thomas            | 2.60    | 33.55  | 0.077 |
| 1501 | Adam Huckle              | 2.25    | 30.15  | 0.074 |
| 1502 | Narendra Hirwani         | 2.00    | 26.89  | 0.074 |
| 1503 | Usman Shinwari           | 2.00    | 32.36  | 0.061 |
| 1504 | Shabbir Ahmed            | 1.66    | 27.76  | 0.060 |
| 1505 | Ruchira Perera           | 1.60    | 27.87  | 0.057 |
| 1506 | Chris Martin             | 1.60    | 29.04  | 0.055 |
| 1507 | Mike Hendrick            | 1.20    | 23.11  | 0.051 |
| 1508 | Harvinder Singh          | 1.50    | 29.49  | 0.050 |
| 1509 | Paul Wilson              | 1.33    | 29.27  | 0.045 |
| 1510 | James Kirtley            | 1.00    | 32.57  | 0.030 |
| 1511 | Kasun Rajitha            | 1.00    | 32.65  | 0.030 |
| 1512 | Mohammad Kashif          | 0.33    | 26.71  | 0.012 |
+------+--------------------------+---------+--------+-------+
