+--------------------------+--------------------------+-------+
| Batter                   | Fielder                  | Count |
| Sandeep Patil            | Larry Gomes              | 2     |
| Kapil Dev                | Michael Holding          | 2     |
| Tahir Naqqash            | Mohinder Amarnath        | 2     |
| Jeff Dujon               | Kepler Wessels           | 2     |
| Allan Border             | Viv Richards             | 2     |
| David Hookes             | Gus Logie                | 2     |
| Desmond Haynes           | Mudassar Nazar           | 2     |
| Qasim Umar               | Viv Richards             | 2     |
| Viv Richards             | Saleem Malik             | 2     |
| Richie Richardson        | Kepler Wessels           | 2     |
| David Gower              | Jeff Crowe               | 2     |
| Richie Richardson        | Dean Jones               | 2     |
| Gordon Greenidge         | Geoff Lawson             | 2     |
| Greg Ritchie             | Desmond Haynes           | 2     |
| Sir Clive Lloyd          | Derek Pringle            | 2     |
| Jeff Dujon               | Mike Gatting             | 2     |
| Allan Lamb               | Richie Richardson        | 2     |
| Sir Ian Botham           | Richie Richardson        | 2     |
| Sir Ian Botham           | Roger Harper             | 2     |
| Sunil Gavaskar           | Graeme Wood              | 2     |
| Roger Binny              | Javed Miandad            | 2     |
| Ranjan Madugalle         | John Wright              | 2     |
| John Reid                | Roy Dias                 | 2     |
| Lance Cairns             | Saleem Malik             | 2     |
| Graeme Wood              | Michael Holding          | 2     |
| Wayne Phillips           | Gordon Greenidge         | 2     |
| Ranjan Madugalle         | Allan Border             | 2     |
| Paul Downton             | Ravi Shastri             | 2     |
| Kapil Dev                | Mike Gatting             | 2     |
| Wasim Raja               | Geoff Howarth            | 2     |
| Graeme Wood              | Viv Richards             | 2     |
| Ravi Shastri             | Javed Miandad            | 2     |
| Wayne Phillips           | Mohinder Amarnath        | 2     |
| Martin Crowe             | Mohammad Azharuddin      | 2     |
| Desmond Haynes           | Jeremy Coney             | 2     |
| Rameez Raja              | Sunil Gavaskar           | 2     |
| Jeff Crowe               | Richie Richardson        | 2     |
| Wayne Phillips           | Mike Gatting             | 2     |
| Ravi Ratnayeke           | Ravi Shastri             | 2     |
| Mohinder Amarnath        | Viv Richards             | 2     |
| Mudassar Nazar           | Courtney Walsh           | 2     |
| Imran Khan               | Roger Harper             | 2     |
| Richie Richardson        | Rameez Raja              | 2     |
| Javed Miandad            | Larry Gomes              | 2     |
| Shoaib Mohammad          | Richie Richardson        | 2     |
| Kris Srikkanth           | Greg Matthews            | 2     |
| Greg Matthews            | Martin Crowe             | 2     |
| Ashok Malhotra           | John Wright              | 2     |
| John Wright              | Kapil Dev                | 2     |
| Jeremy Coney             | Geoff Marsh              | 2     |
| Greg Ritchie             | Martin Crowe             | 2     |
| Steve Waugh              | Jeff Crowe               | 2     |
| Bruce Edgar              | Dilip Vengsarkar         | 2     |
| Geoff Marsh              | Dilip Vengsarkar         | 2     |
| Mohammad Azharuddin      | Allan Border             | 2     |
| John Bracewell           | Allan Border             | 2     |
| Martin Crowe             | Allan Border             | 2     |
| Geoff Marsh              | Jeremy Coney             | 2     |
| Kris Srikkanth           | Dean Jones               | 2     |
| Sunil Gavaskar           | Allan Border             | 2     |
| Viv Richards             | Neil Foster              | 2     |
| Saleem Malik             | Roshan Mahanama          | 2     |
| Steve Waugh              | Martin Crowe             | 2     |
| Bruce Reid               | Martin Crowe             | 2     |
| Peter Willey             | Gordon Greenidge         | 2     |
| Aravinda de Silva        | Javed Miandad            | 2     |
| Ken Rutherford           | Roshan Mahanama          | 2     |
| Rameez Raja              | Roshan Mahanama          | 2     |
| Aravinda de Silva        | Maninder Singh           | 2     |
| Duleep Mendis            | Mohammad Azharuddin      | 2     |
| Graham Gooch             | Mohammad Azharuddin      | 2     |
| David Boon               | Ravi Shastri             | 2     |
| Mohammad Azharuddin      | Geoff Marsh              | 2     |
| Allan Border             | Raman Lamba              | 2     |
| David Boon               | Kris Srikkanth           | 2     |
| Kapil Dev                | David Boon               | 2     |
| Ravi Shastri             | Dean Jones               | 2     |
| Dean Jones               | Raman Lamba              | 2     |
| Gordon Greenidge         | Tauseef Ahmed            | 2     |
| Viv Richards             | Tauseef Ahmed            | 2     |
| Rameez Raja              | Viv Richards             | 2     |
| Asif Mujtaba             | Richie Richardson        | 2     |
| Desmond Haynes           | Javed Miandad            | 2     |
| Saleem Yousuf            | Gus Logie                | 2     |
| Desmond Haynes           | Kris Srikkanth           | 2     |
| Asanka Gurusinha         | Madan Lal                | 2     |
| Dean Jones               | David Gower              | 2     |
| Chris Broad              | Joel Garner              | 2     |
| John Emburey             | Roger Harper             | 2     |
| Viv Richards             | Chris Broad              | 2     |
| Allan Border             | Gordon Greenidge         | 2     |
| David Gower              | Shoaib Mohammad          | 2     |
| Allan Lamb               | Javed Miandad            | 2     |
| Sir Ian Botham           | Rameez Raja              | 2     |
| Kris Srikkanth           | Arjuna Ranatunga         | 2     |
| Mohammad Azharuddin      | Arjuna Ranatunga         | 2     |
| Guy de Alwis             | Kris Srikkanth           | 2     |
| Desmond Haynes           | Phil DeFreitas           | 2     |
| Richie Richardson        | Sir Ian Botham           | 2     |
| Asanka Gurusinha         | Kapil Dev                | 2     |
| Chris Broad              | Greg Matthews            | 2     |
| Phil DeFreitas           | Allan Border             | 2     |
| David Gower              | Dirk Wellham             | 2     |
| Malcolm Marshall         | Bill Athey               | 2     |
| Geoff Marsh              | John Emburey             | 2     |
| Phil DeFreitas           | Dean Jones               | 2     |
| Dean Jones               | Viv Richards             | 2     |
| David Gower              | Peter Taylor             | 2     |
| Geoff Marsh              | Richie Richardson        | 2     |
| Wasim Akram              | Mohammad Azharuddin      | 2     |
| Sunil Gavaskar           | Manzoor Elahi            | 2     |
| David Houghton           | Martin Crowe             | 2     |
| Wasim Akram              | Richie Richardson        | 2     |
| Allan Lamb               | Aravinda de Silva        | 2     |
| Graham Gooch             | Roger Harper             | 2     |
| Richie Richardson        | Abdul Qadir              | 2     |
| Rameez Raja              | Carl Hooper              | 2     |
| Ijaz Ahmed               | Graham Gooch             | 2     |
| Chris Broad              | Manzoor Elahi            | 2     |
| Kris Srikkanth           | Viv Richards             | 2     |
| Phil Simmons             | Kris Srikkanth           | 2     |
| Dean Jones               | Asanka Gurusinha         | 2     |
| Guy de Alwis             | Geoff Marsh              | 2     |
| Arun Lal                 | Gordon Greenidge         | 2     |
| Viv Richards             | Arun Lal                 | 2     |
| Andrew Jones             | David Boon               | 2     |
| Tony Blain               | Allan Border             | 2     |
| Sir Richard Hadlee       | Peter Taylor             | 2     |
| David Boon               | Dipak Patel              | 2     |
| Ranjan Madugalle         | Martin Crowe             | 2     |
| Craig McDermott          | Martin Crowe             | 2     |
| Kris Srikkanth           | Eldine Baptiste          | 2     |
| Martin Crowe             | Asanka Gurusinha         | 2     |
| Roshan Mahanama          | Allan Border             | 2     |
| Kapil Dev                | Carl Hooper              | 2     |
| Tony Blain               | Dean Jones               | 2     |
| Sir Richard Hadlee       | David Boon               | 2     |
| Geoff Marsh              | John Wright              | 2     |
| Kiran More               | Viv Richards             | 2     |
| Richard Reid             | Chris Broad              | 2     |
| Phil Simmons             | Rameez Raja              | 2     |
| Wasim Akram              | Phil Simmons             | 2     |
| Richie Richardson        | Javed Miandad            | 2     |
| Imran Khan               | Carl Hooper              | 2     |
| Phil DeFreitas           | Martin Crowe             | 2     |
| Javed Miandad            | Richie Richardson        | 2     |
| Desmond Haynes           | Saleem Malik             | 2     |
| Ken Rutherford           | Asanka Gurusinha         | 2     |
| Mark Greatbatch          | Kapil Dev                | 2     |
| Viv Richards             | John Emburey             | 2     |
| Graham Gooch             | Aravinda de Silva        | 2     |
| Gordon Greenidge         | Kapil Dev                | 2     |
| Richie Richardson        | Dilip Vengsarkar         | 2     |
| Jeff Dujon               | Wasim Akram              | 2     |
| Mohammad Azharuddin      | Saleem Malik             | 2     |
| Kapil Dev                | Gordon Greenidge         | 2     |
| Duleep Mendis            | Mohinder Amarnath        | 2     |
| Mohammad Azharuddin      | Ranjith Madurasinghe     | 2     |
| Carl Hooper              | Wasim Akram              | 2     |
| Imran Khan               | Viv Richards             | 2     |
| Mohammad Azharuddin      | John Bracewell           | 2     |
| Geoff Marsh              | Carl Hooper              | 2     |
| Ken Rutherford           | Kapil Dev                | 2     |
| Saleem Malik             | Gus Logie                | 2     |
| Ijaz Ahmed               | Allan Border             | 2     |
| David Boon               | Ijaz Ahmed               | 2     |
| Allan Border             | Javed Miandad            | 2     |
| Saleem Malik             | Carl Hooper              | 2     |
| Imran Khan               | Allan Border             | 2     |
| Jeff Dujon               | Peter Taylor             | 2     |
| Richie Richardson        | Allan Border             | 2     |
| Allan Border             | Richie Richardson        | 2     |
| Richie Richardson        | Navjot Sidhu             | 2     |
| Mark Greatbatch          | Saleem Malik             | 2     |
| Mark Greatbatch          | Ijaz Ahmed               | 2     |
| Ajay Sharma              | Richie Richardson        | 2     |
| Roshan Mahanama          | Mushtaq Ahmed            | 2     |
| Graham Gooch             | Dean Jones               | 2     |
| Steve Waugh              | Graham Gooch             | 2     |
