+------------+---------------------+----------+----------------------------+------------+
| Start Over | Bowler              | Analysis | Match                      | StartDate  |
| 6.5        | AA Donald           | 5/54     | South Africa v Sri Lanka   | 1998-03-27 |
| 6.5        | GD McGrath          | 5/66     | Australia v Pakistan       | 1998-10-22 |
| 6.5        | Z Khan              | 5/29     | India v New Zealand        | 2002-12-19 |
| 6.5        | ST Gabriel          | 5/11     | West Indies v Pakistan     | 2017-04-30 |
| 6.5        | JO Holder           | 5/77     | West Indies v India        | 2019-08-30 |
| 6.4        | Wasim Akram         | 5/49     | Pakistan v West Indies     | 2000-05-25 |
| 6.4        | CL Cairns           | 5/31     | New Zealand v Zimbabwe     | 2000-09-12 |
| 6.4        | FH Edwards          | 5/112    | West Indies v England      | 2007-06-15 |
| 6.4        | B Lee               | 5/119    | Australia v India          | 2008-01-02 |
| 6.4        | M Muralitharan      | 6/26     | Sri Lanka v India          | 2008-07-23 |
| 6.4        | R Ashwin            | 5/51     | India v South Africa       | 2015-11-05 |
| 6.4        | K Rabada            | 5/33     | South Africa v Bangladesh  | 2017-10-06 |
| 6.4        | KM Jarvis           | 5/71     | Zimbabwe v Bangladesh      | 2018-11-11 |
| 6.4        | JJ Bumrah           | 6/27     | India v West Indies        | 2019-08-30 |
| 6.4        | TG Southee          | 6/43     | New Zealand v England      | 2021-06-02 |
| 6.4        | L Ambuldeniya       | 5/46     | Sri Lanka v West Indies    | 2021-11-21 |
| 6.3        | J Srinath           | 6/76     | India v South Africa       | 2001-11-16 |
| 6.3        | DW Steyn            | 5/75     | South Africa v India       | 2011-01-02 |
| 6.3        | RJ Harris           | 7/117    | Australia v England        | 2013-08-09 |
| 6.3        | JM Anderson         | 5/53     | England v India            | 2014-07-27 |
| 6.3        | Yasir Shah          | 5/92     | Pakistan v West Indies     | 2017-05-10 |
| 6.3        | JM Anderson         | 5/76     | England v West Indies      | 2017-08-25 |
| 6.3        | I Sharma            | 5/22     | India v Bangladesh         | 2019-11-22 |
| 6.2        | GD McKenzie         | 5/65     | Australia v South Africa   | 1966-12-31 |
| 6.2        | SM Pollock          | 7/87     | South Africa v Australia   | 1998-01-30 |
| 6.2        | SE Bond             | 5/104    | New Zealand v West Indies  | 2002-06-28 |
| 6.2        | A Nel               | 6/32     | South Africa v West Indies | 2005-04-21 |
| 6.2        | SK Warne            | 6/46     | Australia v England        | 2005-08-04 |
| 6.2        | GP Swann            | 6/82     | England v Sri Lanka        | 2012-03-26 |
| 6.2        | JM Anderson         | 5/85     | England v Australia        | 2013-07-10 |
| 6.2        | VD Philander        | 5/45     | South Africa v Sri Lanka   | 2016-12-26 |
| 6.2        | Shaheen Shah Afridi | 5/77     | Pakistan v Sri Lanka       | 2019-12-19 |
| 6.1        | AA Donald           | 6/59     | South Africa v Australia   | 1997-12-26 |
| 6.1        | SM Pollock          | 6/56     | South Africa v India       | 2001-11-03 |
| 6.1        | GD McGrath          | 5/53     | Australia v England        | 2005-07-21 |
| 6.1        | RJ Sidebottom       | 5/105    | England v New Zealand      | 2008-03-13 |
| 6.1        | RJ Harris           | 6/47     | Australia v England        | 2010-12-16 |
| 6.1        | FH Edwards          | 5/103    | West Indies v India        | 2011-07-06 |
| 6.1        | JL Pattinson        | 5/27     | Australia v New Zealand    | 2011-12-01 |
| 6.1        | AR Patel            | 6/38     | India v England            | 2021-02-24 |
| 5.6        | JM Anderson         | 5/73     | England v Zimbabwe         | 2003-05-22 |
| 5.6        | Shabbir Ahmed       | 5/117    | Pakistan v New Zealand     | 2003-12-19 |
| 5.6        | M Ntini             | 5/66     | South Africa v West Indies | 2003-12-26 |
| 5.6        | SJ Harmison         | 6/46     | England v West Indies      | 2004-08-19 |
| 5.6        | JEC Franklin        | 5/28     | New Zealand v Bangladesh   | 2004-10-19 |
| 5.6        | M Ntini             | 7/37     | South Africa v West Indies | 2005-04-08 |
| 5.6        | SCG MacGill         | 5/43     | Australia v ICC World XI   | 2005-10-14 |
| 5.6        | ST Finn             | 5/42     | England v Bangladesh       | 2010-06-04 |
| 5.6        | R Ashwin            | 5/87     | India v Bangladesh         | 2015-06-10 |
| 5.6        | MDK Perera          | 6/32     | Sri Lanka v South Africa   | 2018-07-12 |
| 5.6        | PJ Cummins          | 6/23     | Australia v Sri Lanka      | 2019-01-24 |
| 5.5        | DW Headley          | 6/60     | England v Australia        | 1998-12-26 |
| 5.5        | AF Giles            | 5/81     | England v West Indies      | 2004-07-22 |
| 5.5        | SJ Harmison         | 5/38     | England v Bangladesh       | 2005-06-03 |
| 5.5        | Taijul Islam        | 8/39     | Bangladesh v Zimbabwe      | 2014-10-25 |
| 5.5        | Hasan Ali           | 5/54     | Pakistan v South Africa    | 2021-02-04 |
| 5.4        | NAT Adcock          | 6/43     | South Africa v Australia   | 1958-01-24 |
| 5.4        | DG Cork             | 5/93     | England v South Africa     | 1998-06-04 |
| 5.4        | Mohammad Akram      | 5/138    | Pakistan v Australia       | 1999-11-26 |
| 5.4        | B Lee               | 5/47     | Australia v India          | 1999-12-26 |
| 5.4        | JJC Lawson          | 7/78     | West Indies v Australia    | 2003-05-09 |
| 5.4        | FH Edwards          | 5/133    | West Indies v Zimbabwe     | 2003-11-04 |
| 5.4        | GD McGrath          | 6/50     | Australia v England        | 2006-11-23 |
| 5.4        | D Bishoo            | 8/49     | West Indies v Pakistan     | 2016-10-13 |
| 5.4        | PJ Cummins          | 5/28     | Australia v New Zealand    | 2019-12-26 |
| 5.3        | AR Caddick          | 7/46     | England v South Africa     | 1999-12-26 |
| 5.3        | CA Walsh            | 6/74     | West Indies v England      | 2000-06-29 |
| 5.3        | GD McGrath          | 5/43     | Australia v England        | 2001-08-23 |
| 5.3        | M Ntini             | 6/95     | South Africa v West Indies | 2005-04-08 |
| 5.3        | VD Philander        | 5/15     | South Africa v Australia   | 2011-11-09 |
| 5.3        | Rahat Ali           | 5/52     | Pakistan v Zimbabwe        | 2013-09-10 |
| 5.3        | TA Boult            | 5/60     | New Zealand v Australia    | 2015-11-27 |
| 5.3        | Mehedi Hasan Miraz  | 7/58     | Bangladesh v West Indies   | 2018-11-30 |
| 5.2        | HJ Tayfield         | 9/113    | South Africa v England     | 1957-02-15 |
| 5.2        | JN Gillespie        | 5/53     | Australia v England        | 2001-07-19 |
| 5.2        | RJ Harris           | 5/72     | Australia v England        | 2013-07-18 |
| 5.2        | KAJ Roach           | 5/42     | West Indies v Bangladesh   | 2014-09-13 |
| 5.2        | K Rabada            | 7/112    | South Africa v England     | 2016-01-22 |
| 5.2        | HMRKB Herath        | 5/89     | Sri Lanka v Zimbabwe       | 2016-11-06 |
| 5.2        | UT Yadav            | 5/53     | India v Bangladesh         | 2019-11-22 |
| 5.2        | L Ambuldeniya       | 7/137    | Sri Lanka v England        | 2021-01-22 |
| 5.1        | VD Philander        | 5/53     | South Africa v Sri Lanka   | 2011-12-15 |
| 5.1        | PM Siddle           | 5/49     | Australia v India          | 2012-01-24 |
| 5.1        | Taijul Islam        | 6/33     | Bangladesh v West Indies   | 2018-11-22 |
| 5.0        | MJ Procter          | 6/73     | South Africa v Australia   | 1970-03-05 |
| 4.6        | AA Donald           | 6/88     | South Africa v England     | 1998-07-02 |
| 4.6        | Shoaib Akhtar       | 5/109    | Pakistan v Australia       | 2004-12-26 |
| 4.6        | M Ntini             | 5/35     | South Africa v New Zealand | 2006-05-05 |
| 4.6        | DW Steyn            | 5/59     | South Africa v New Zealand | 2007-11-08 |
| 4.6        | Umar Gul            | 6/135    | Pakistan v Sri Lanka       | 2009-03-01 |
| 4.6        | KAJ Roach           | 5/8      | West Indies v Bangladesh   | 2018-07-04 |
| 4.5        | GG Arnold           | 6/45     | England v India            | 1972-12-20 |
| 4.5        | Z Khan              | 7/87     | India v Bangladesh         | 2010-01-24 |
| 4.5        | T Panyangara        | 5/59     | Zimbabwe v Bangladesh      | 2014-10-25 |
| 4.5        | I Sharma            | 5/54     | India v Sri Lanka          | 2015-08-28 |
| 4.5        | SNJ O'Keefe         | 6/35     | Australia v India          | 2017-02-23 |
| 4.4        | D Gough             | 6/42     | England v South Africa     | 1998-08-06 |
| 4.4        | M Dillon            | 5/71     | West Indies v India        | 2002-05-18 |
| 4.4        | PT Collins          | 6/53     | West Indies v Bangladesh   | 2004-06-04 |
| 4.4        | DW Steyn            | 5/23     | South Africa v India       | 2008-04-03 |
| 4.4        | JM Anderson         | 5/54     | England v Pakistan         | 2010-07-29 |
| 4.4        | UWMBCA Welagedara   | 5/87     | Sri Lanka v Pakistan       | 2011-11-03 |
| 4.4        | JM Anderson         | 5/16     | England v Sri Lanka        | 2016-05-19 |
| 4.4        | MA Starc            | 5/63     | Australia v Sri Lanka      | 2016-08-13 |
| 4.4        | R Ashwin            | 5/47     | India v England            | 2021-03-04 |
| 4.3        | GD McGrath          | 6/85     | Australia v England        | 1998-11-20 |
| 4.3        | D Gough             | 5/96     | England v Australia        | 1998-12-26 |
| 4.3        | GD McGrath          | 5/93     | Australia v West Indies    | 1999-03-13 |
| 4.3        | GD McGrath          | 5/55     | Australia v India          | 2000-01-02 |
| 4.3        | SM Pollock          | 6/30     | South Africa v Sri Lanka   | 2001-01-02 |
| 4.3        | Shoaib Akhtar       | 6/30     | Pakistan v New Zealand     | 2003-12-26 |
| 4.3        | FH Edwards          | 5/38     | West Indies v Pakistan     | 2005-05-26 |
| 4.3        | WPUJC Vaas          | 5/61     | Sri Lanka v West Indies    | 2008-03-22 |
| 4.3        | KAJ Roach           | 5/100    | West Indies v Sri Lanka    | 2010-11-23 |
| 4.3        | RA Jadeja           | 5/58     | India v Australia          | 2013-03-22 |
| 4.3        | HMRKB Herath        | 7/48     | Sri Lanka v India          | 2015-08-12 |
| 4.3        | MA Starc            | 6/66     | Australia v Pakistan       | 2019-11-29 |
| 4.2        | AA Donald           | 5/32     | South Africa v England     | 1998-06-18 |
| 4.2        | D Gough             | 5/61     | England v Pakistan         | 2001-05-17 |
| 4.2        | SM Pollock          | 5/40     | South Africa v India       | 2001-11-16 |
| 4.2        | IK Pathan           | 5/67     | India v Zimbabwe           | 2005-09-20 |
| 4.2        | Shahadat Hossain    | 5/98     | Bangladesh v England       | 2010-05-27 |
| 4.2        | Z Khan              | 5/94     | India v Australia          | 2010-10-01 |
| 4.2        | ST Gabriel          | 5/96     | West Indies v Pakistan     | 2016-10-21 |
| 4.2        | K Rabada            | 5/30     | South Africa v Bangladesh  | 2017-10-06 |
| 4.2        | TA Boult            | 6/32     | New Zealand v England      | 2018-03-22 |
| 4.2        | Mohammad Abbas      | 5/33     | Pakistan v Australia       | 2018-10-16 |
| 4.2        | Shaheen Shah Afridi | 5/52     | Pakistan v Zimbabwe        | 2021-05-07 |
| 4.2        | K Rabada            | 5/34     | South Africa v West Indies | 2021-06-10 |
| 4.1        | AM Blignaut         | 5/79     | Zimbabwe v Pakistan        | 2002-11-09 |
| 4.1        | MJ Hoggard          | 7/61     | England v South Africa     | 2005-01-13 |
| 4.1        | JM Anderson         | 5/87     | England v West Indies      | 2009-05-14 |
| 4.1        | JM Anderson         | 6/17     | England v Pakistan         | 2010-07-29 |
| 4.1        | PP Ojha             | 6/47     | India v West Indies        | 2011-11-22 |
| 4.1        | Mehedi Hasan Miraz  | 6/82     | Bangladesh v England       | 2016-10-28 |
| 4.1        | TG Southee          | 6/80     | New Zealand v Pakistan     | 2016-11-25 |
| 4.1        | MDK Perera          | 5/88     | Sri Lanka v England        | 2018-11-23 |
| 4.1        | JM Anderson         | 6/40     | England v Sri Lanka        | 2021-01-22 |
| 3.6        | BKV Prasad          | 6/33     | India v Pakistan           | 1999-01-28 |
| 3.6        | A Kumble            | 6/143    | India v South Africa       | 2000-03-02 |
| 3.6        | CA Walsh            | 5/22     | West Indies v Pakistan     | 2000-05-18 |
| 3.6        | Manjural Islam      | 6/81     | Bangladesh v Zimbabwe      | 2001-04-19 |
| 3.6        | Shoaib Akhtar       | 6/11     | Pakistan v New Zealand     | 2002-05-01 |
| 3.6        | M Ntini             | 5/48     | South Africa v India       | 2006-12-26 |
| 3.6        | PM Siddle           | 5/21     | Australia v England        | 2009-08-07 |
| 3.6        | Junaid Khan         | 5/73     | Pakistan v Sri Lanka       | 2012-06-30 |
| 3.6        | SCJ Broad           | 5/71     | England v Australia        | 2013-08-09 |
| 3.6        | R Ashwin            | 5/61     | India v South Africa       | 2015-12-03 |
| 3.6        | HMRKB Herath        | 6/43     | Sri Lanka v Pakistan       | 2017-09-28 |
| 3.6        | Mehedi Hasan Miraz  | 5/59     | Bangladesh v West Indies   | 2018-11-30 |
| 3.6        | CR Woakes           | 6/17     | England v Ireland          | 2019-07-24 |
| 3.6        | JC Archer           | 6/45     | England v Australia        | 2019-08-22 |
| 3.5        | SB O'Connor         | 5/51     | New Zealand v Australia    | 2000-03-31 |
| 3.5        | JE Taylor           | 5/50     | West Indies v India        | 2006-06-30 |
| 3.5        | SJ Harmison         | 6/19     | England v Pakistan         | 2006-07-27 |
| 3.5        | Shahadat Hossain    | 6/27     | Bangladesh v South Africa  | 2008-02-22 |
| 3.5        | TG Southee          | 5/55     | New Zealand v England      | 2008-03-22 |
| 3.5        | I Sharma            | 6/55     | India v West Indies        | 2011-06-28 |
| 3.5        | VD Philander        | 5/49     | South Africa v Sri Lanka   | 2011-12-15 |
| 3.5        | HMRKB Herath        | 6/43     | Sri Lanka v New Zealand    | 2012-11-17 |
| 3.5        | DW Steyn            | 6/8      | South Africa v Pakistan    | 2013-02-01 |
| 3.5        | K Rabada            | 5/78     | South Africa v England     | 2016-01-14 |
| 3.5        | SCJ Broad           | 5/86     | England v Australia        | 2019-08-01 |
| 3.5        | JR Hazlewood        | 5/30     | Australia v England        | 2019-08-22 |
| 3.5        | Shaheen Shah Afridi | 6/51     | Pakistan v West Indies     | 2021-08-20 |
| 3.4        | DA Renneberg        | 5/97     | Australia v South Africa   | 1967-02-03 |
| 3.4        | SM Pollock          | 5/54     | South Africa v West Indies | 1998-11-26 |
| 3.4        | JH Kallis           | 5/90     | South Africa v West Indies | 1999-01-02 |
| 3.4        | MJ Hoggard          | 7/63     | England v New Zealand      | 2002-03-13 |
| 3.4        | SK Warne            | 6/124    | Australia v England        | 2005-09-08 |
| 3.4        | FH Edwards          | 5/104    | West Indies v Australia    | 2008-05-22 |
| 3.4        | M Ntini             | 5/94     | South Africa v England     | 2008-08-07 |
| 3.4        | TG Southee          | 7/64     | New Zealand v India        | 2012-08-31 |
| 3.4        | K Rabada            | 6/32     | South Africa v England     | 2016-01-22 |
| 3.4        | ST Gabriel          | 5/77     | West Indies v Bangladesh   | 2018-07-04 |
| 3.3        | CEL Ambrose         | 5/25     | West Indies v England      | 1998-02-13 |
| 3.3        | HH Streak           | 5/93     | Zimbabwe v Australia       | 1999-10-14 |
| 3.3        | AR Caddick          | 5/16     | England v West Indies      | 2000-06-29 |
| 3.3        | AM Blignaut         | 5/74     | Zimbabwe v India           | 2001-06-15 |
| 3.3        | DNT Zoysa           | 5/20     | Sri Lanka v Zimbabwe       | 2004-05-06 |
| 3.3        | BW Hilfenhaus       | 5/106    | Australia v India          | 2012-01-03 |
| 3.3        | HMRKB Herath        | 6/48     | Sri Lanka v Pakistan       | 2014-08-06 |
| 3.3        | MDK Perera          | 6/70     | Sri Lanka v Australia      | 2016-08-04 |
| 3.3        | MJ Leach            | 5/83     | England v Sri Lanka        | 2018-11-14 |
| 3.2        | PM Pollock          | 5/39     | South Africa v Australia   | 1970-02-19 |
| 3.2        | DL Vettori          | 6/64     | New Zealand v Sri Lanka    | 1998-06-10 |
| 3.2        | DW Fleming          | 5/46     | Australia v England        | 1998-11-28 |
| 3.2        | JL Pattinson        | 5/96     | Australia v India          | 2013-02-22 |
| 3.2        | Wahab Riaz          | 5/88     | Pakistan v West Indies     | 2016-10-30 |
| 3.2        | TG Southee          | 5/94     | New Zealand v Bangladesh   | 2017-01-20 |
| 3.1        | TE Bailey           | 5/20     | England v South Africa     | 1956-12-24 |
| 3.1        | DG Cork             | 6/119    | England v South Africa     | 1998-06-18 |
| 3.1        | RL Johnson          | 5/49     | England v Bangladesh       | 2003-10-29 |
| 3.1        | A Flintoff          | 5/92     | England v Australia        | 2009-07-16 |
| 3.1        | Rahat Ali           | 6/127    | Pakistan v South Africa    | 2013-02-22 |
| 3.1        | SCJ Broad           | 6/81     | England v Australia        | 2013-11-21 |
| 3.1        | SCJ Broad           | 6/25     | England v India            | 2014-08-07 |
| 3.1        | R Ashwin            | 5/32     | India v South Africa       | 2015-11-25 |
| 3.1        | R Ashwin            | 6/132    | India v New Zealand        | 2016-09-22 |
| 3.1        | HMRKB Herath        | 6/133    | Sri Lanka v Zimbabwe       | 2017-07-14 |
| 3.1        | Taijul Islam        | 5/72     | Bangladesh v Sri Lanka     | 2021-04-29 |
| 2.6        | AA Donald           | 5/74     | South Africa v England     | 1994-07-21 |
| 2.6        | IK Pathan           | 5/45     | India v Bangladesh         | 2004-12-10 |
| 2.6        | DBL Powell          | 5/25     | West Indies v Sri Lanka    | 2005-07-22 |
| 2.6        | JL Pattinson        | 5/51     | Australia v New Zealand    | 2011-12-09 |
| 2.6        | DW Steyn            | 5/17     | South Africa v New Zealand | 2013-01-11 |
| 2.6        | JM Anderson         | 7/42     | England v West Indies      | 2017-09-07 |
| 2.5        | Wasim Akram         | 5/52     | Pakistan v Zimbabwe        | 1998-11-27 |
| 2.5        | AA Donald           | 5/49     | South Africa v West Indies | 1998-12-10 |
| 2.5        | AA Donald           | 5/49     | South Africa v West Indies | 1999-01-15 |
| 2.5        | D Gough             | 5/109    | England v West Indies      | 2000-06-15 |
| 2.5        | WPUJC Vaas          | 6/22     | Sri Lanka v West Indies    | 2005-07-22 |
| 2.5        | MJ Hoggard          | 6/57     | England v India            | 2006-03-01 |
| 2.5        | Mohammad Asif       | 5/89     | Pakistan v South Africa    | 2007-01-11 |
| 2.4        | J Srinath           | 6/45     | India v New Zealand        | 1999-10-10 |
| 2.4        | Shoaib Akhtar       | 5/99     | Pakistan v Australia       | 2004-12-16 |
| 2.4        | TG Southee          | 5/62     | New Zealand v Sri Lanka    | 2012-11-25 |
| 2.4        | MG Johnson          | 7/40     | Australia v England        | 2013-12-05 |
| 2.4        | R Ashwin            | 5/42     | India v Sri Lanka          | 2015-08-20 |
| 2.4        | Bhuvneshwar Kumar   | 5/48     | India v New Zealand        | 2016-09-30 |
| 2.4        | KAJ Roach           | 5/72     | West Indies v England      | 2017-09-07 |
| 2.4        | TJ Murtagh          | 5/13     | Ireland v England          | 2019-07-24 |
| 2.3        | Waqar Younis        | 5/106    | Pakistan v Zimbabwe        | 1998-03-14 |
| 2.3        | GD McGrath          | 8/24     | Australia v Pakistan       | 2004-12-16 |
| 2.3        | DW Steyn            | 5/63     | South Africa v Bangladesh  | 2008-11-19 |
| 2.3        | FH Edwards          | 5/63     | West Indies v Bangladesh   | 2011-10-29 |
| 2.3        | Robiul Islam        | 6/71     | Bangladesh v Zimbabwe      | 2013-04-17 |
| 2.3        | JM Anderson         | 5/56     | England v Pakistan         | 2020-08-21 |
| 2.2        | J Srinath           | 5/46     | India v Pakistan           | 1999-02-16 |
| 2.2        | AB Agarkar          | 6/41     | India v Australia          | 2003-12-12 |
| 2.2        | Shoaib Akhtar       | 5/48     | Pakistan v New Zealand     | 2003-12-26 |
| 2.2        | GD McGrath          | 5/37     | Australia v Sri Lanka      | 2004-07-01 |
| 2.2        | M Ntini             | 5/94     | South Africa v New Zealand | 2006-04-15 |
| 2.2        | M Morkel            | 6/23     | South Africa v New Zealand | 2012-03-23 |
| 2.2        | JM Anderson         | 5/72     | England v Sri Lanka        | 2012-03-26 |
| 2.2        | TA Boult            | 5/85     | New Zealand v England      | 2015-05-21 |
| 2.2        | JM Anderson         | 6/47     | England v Australia        | 2015-07-29 |
| 2.2        | JM Anderson         | 5/29     | England v Sri Lanka        | 2016-05-19 |
| 2.2        | MA Starc            | 6/50     | Australia v Sri Lanka      | 2016-08-04 |
| 2.2        | JM Anderson         | 5/43     | England v Australia        | 2017-12-02 |
| 2.2        | TG Southee          | 5/32     | New Zealand v West Indies  | 2020-12-11 |
| 2.1        | NAT Adcock          | 5/45     | South Africa v New Zealand | 1954-01-29 |
| 2.1        | PM Pollock          | 5/129    | South Africa v England     | 1964-12-23 |
| 2.1        | CEL Ambrose         | 6/51     | West Indies v South Africa | 1998-12-10 |
| 2.1        | FH Edwards          | 5/65     | West Indies v New Zealand  | 2006-03-17 |
| 2.1        | M Ntini             | 6/100    | South Africa v Australia   | 2006-03-31 |
| 2.1        | M Ntini             | 5/51     | South Africa v New Zealand | 2006-04-15 |
| 2.1        | JE Taylor           | 5/11     | West Indies v England      | 2009-02-04 |
| 2.1        | FH Edwards          | 6/90     | West Indies v Bangladesh   | 2012-11-21 |
| 2.1        | TA Boult            | 6/68     | New Zealand v England      | 2013-03-22 |
| 2.1        | DW Steyn            | 5/46     | South Africa v Zimbabwe    | 2014-08-09 |
| 2.1        | JO Holder           | 6/59     | West Indies v Bangladesh   | 2018-07-12 |
| 2.0        | DEJ Ironside        | 5/51     | South Africa v New Zealand | 1953-12-24 |
| 1.6        | B Lee               | 5/61     | Australia v West Indies    | 2000-12-01 |
| 1.6        | HK Olonga           | 5/93     | Zimbabwe v Pakistan        | 2002-11-09 |
| 1.6        | AR Caddick          | 7/94     | England v Australia        | 2003-01-02 |
| 1.6        | JEC Franklin        | 6/119    | New Zealand v Australia    | 2005-03-26 |
| 1.6        | S Sreesanth         | 5/40     | India v South Africa       | 2006-12-15 |
| 1.6        | VD Philander        | 6/44     | South Africa v New Zealand | 2012-03-15 |
| 1.6        | VD Philander        | 5/7      | South Africa v New Zealand | 2013-01-02 |
| 1.6        | R Ashwin            | 5/69     | India v Sri Lanka          | 2017-08-03 |
| 1.6        | Mohammed Shami      | 5/28     | India v South Africa       | 2018-01-24 |
| 1.6        | TG Southee          | 6/68     | New Zealand v Sri Lanka    | 2018-12-15 |
| 1.5        | SM Pollock          | 5/43     | South Africa v West Indies | 1998-12-10 |
| 1.5        | AR Caddick          | 5/101    | England v Australia        | 2001-07-19 |
| 1.5        | JM Anderson         | 5/73     | England v New Zealand      | 2008-03-13 |
| 1.5        | Mohammad Asif       | 5/67     | Pakistan v New Zealand     | 2009-12-03 |
| 1.5        | MMM Suraj           | 5/82     | Sri Lanka v India          | 2010-08-03 |
| 1.5        | MG Johnson          | 5/59     | Australia v South Africa   | 2014-02-12 |
| 1.5        | JR Hazlewood        | 5/48     | Australia v England        | 2017-12-14 |
| 1.5        | JC Archer           | 6/62     | England v Australia        | 2019-09-12 |
| 1.4        | Waqar Younis        | 6/78     | Pakistan v South Africa    | 1998-03-06 |
| 1.4        | DW Fleming          | 5/59     | Australia v Pakistan       | 1999-11-05 |
| 1.4        | R Ashwin            | 6/47     | India v West Indies        | 2011-11-06 |
| 1.4        | MG Johnson          | 7/68     | Australia v South Africa   | 2014-02-12 |
| 1.4        | JJ Bumrah           | 5/7      | India v West Indies        | 2019-08-22 |
| 1.4        | SCJ Broad           | 6/31     | England v West Indies      | 2020-07-24 |
| 1.3        | DE Malcolm          | 9/57     | England v South Africa     | 1994-08-18 |
| 1.3        | HK Olonga           | 5/70     | Zimbabwe v India           | 1998-10-07 |
| 1.3        | DJ Nash             | 6/27     | New Zealand v India        | 1999-10-10 |
| 1.3        | DW Fleming          | 5/30     | Australia v India          | 1999-12-10 |
| 1.3        | CL Cairns           | 7/27     | New Zealand v West Indies  | 1999-12-16 |
| 1.3        | JN Gillespie        | 6/40     | Australia v West Indies    | 2000-12-26 |
| 1.3        | RL Johnson          | 6/33     | England v Zimbabwe         | 2003-06-05 |
| 1.3        | CL Cairns           | 5/79     | New Zealand v England      | 2004-06-10 |
| 1.3        | JM Anderson         | 7/43     | England v New Zealand      | 2008-06-05 |
| 1.3        | Tanvir Ahmed        | 6/120    | Pakistan v South Africa    | 2010-11-20 |
| 1.3        | DW Steyn            | 5/73     | South Africa v Sri Lanka   | 2011-12-26 |
| 1.3        | SCJ Broad           | 7/44     | England v New Zealand      | 2013-05-16 |
| 1.3        | Z Khan              | 5/170    | India v New Zealand        | 2014-02-14 |
| 1.3        | JL Pattinson        | 5/27     | Australia v West Indies    | 2015-12-10 |
| 1.3        | SCJ Broad           | 6/54     | England v New Zealand      | 2018-03-30 |
| 1.2        | AK Davidson         | 6/34     | Australia v South Africa   | 1957-12-23 |
| 1.2        | SM Pollock          | 5/39     | South Africa v Zimbabwe    | 1999-10-29 |
| 1.2        | M Ntini             | 5/64     | South Africa v Australia   | 2005-12-16 |
| 1.2        | M Ntini             | 6/59     | South Africa v Pakistan    | 2007-01-19 |
| 1.2        | VD Philander        | 5/30     | South Africa v England     | 2012-08-16 |
| 1.2        | HMRKB Herath        | 5/54     | Sri Lanka v Australia      | 2016-07-26 |
| 1.2        | ST Gabriel          | 5/59     | West Indies v Sri Lanka    | 2018-06-14 |
| 1.2        | MKPAD Perera        | 5/52     | Sri Lanka v South Africa   | 2018-07-20 |
| 1.1        | AA Donald           | 5/71     | South Africa v England     | 1998-08-06 |
| 1.1        | M Zondeki           | 6/39     | South Africa v Zimbabwe    | 2005-03-11 |
| 1.1        | DW Steyn            | 5/56     | South Africa v Pakistan    | 2007-10-01 |
| 1.1        | RA Jadeja           | 5/21     | India v South Africa       | 2015-11-05 |
| 1.1        | Hasan Ali           | 5/45     | Pakistan v New Zealand     | 2018-11-16 |
| 0.6        | SB Doull            | 7/65     | New Zealand v India        | 1998-12-26 |
| 0.6        | AA Donald           | 6/53     | South Africa v England     | 1999-11-25 |
| 0.6        | CL Cairns           | 5/44     | New Zealand v West Indies  | 1999-12-26 |
| 0.6        | WPUJC Vaas          | 7/71     | Sri Lanka v West Indies    | 2001-11-29 |
| 0.6        | PT Collins          | 6/76     | West Indies v New Zealand  | 2002-06-21 |
| 0.6        | M Morkel            | 5/75     | South Africa v England     | 2010-01-03 |
| 0.6        | JM Anderson         | 5/47     | England v New Zealand      | 2013-05-16 |
| 0.6        | VD Philander        | 5/21     | South Africa v Australia   | 2016-11-12 |
| 0.5        | DE Bollinger        | 5/28     | Australia v New Zealand    | 2010-03-19 |
| 0.5        | KM Jarvis           | 5/64     | Zimbabwe v New Zealand     | 2011-11-01 |
| 0.5        | JM Anderson         | 5/20     | England v India            | 2018-08-09 |
| 0.5        | MA Starc            | 5/52     | Australia v New Zealand    | 2019-12-12 |
| 0.4        | WPUJC Vaas          | 7/120    | Sri Lanka v West Indies    | 2001-11-29 |
| 0.4        | IK Pathan           | 5/61     | India v Pakistan           | 2006-01-29 |
| 0.4        | CS Martin           | 5/37     | New Zealand v South Africa | 2006-05-05 |
| 0.4        | DW Steyn            | 6/49     | South Africa v New Zealand | 2007-11-16 |
| 0.4        | JM Anderson         | 5/63     | England v South Africa     | 2010-01-03 |
| 0.4        | Mohammad Aamer      | 5/52     | Pakistan v England         | 2010-08-18 |
| 0.4        | KJ Abbott           | 6/77     | South Africa v Australia   | 2016-11-12 |
| 0.3        | RGD Willis          | 5/27     | England v India            | 1977-01-01 |
| 0.3        | GP Wickramasinghe   | 6/103    | Sri Lanka v Pakistan       | 1999-03-04 |
| 0.3        | HH Streak           | 5/27     | Zimbabwe v West Indies     | 2000-03-16 |
| 0.3        | Shoaib Akhtar       | 5/60     | Pakistan v Sri Lanka       | 2004-10-20 |
| 0.3        | IK Pathan           | 6/51     | India v Bangladesh         | 2004-12-10 |
| 0.3        | CS Martin           | 6/54     | New Zealand v Sri Lanka    | 2005-04-11 |
| 0.3        | IK Pathan           | 7/59     | India v Zimbabwe           | 2005-09-20 |
| 0.3        | RJ Sidebottom       | 6/49     | England v New Zealand      | 2008-03-05 |
| 0.3        | RJ Sidebottom       | 7/47     | England v New Zealand      | 2008-03-22 |
