+-------+-------------------------------+---------+--------+-------+
| Rank  | Batsman                       | Average | Others | Ratio |
| 16467 | Sajid Ali                     | 7.75    | 20.01  | 0.387 |
| 16468 | William Benskin               | 8.36    | 21.61  | 0.387 |
| 16469 | Henry Arkwright               | 4.96    | 12.82  | 0.387 |
| 16470 | Jaswinder Singh               | 10.07   | 26.00  | 0.387 |
| 16471 | Charles Marshall              | 7.25    | 18.74  | 0.387 |
| 16472 | Chanaka Welagedara            | 11.16   | 28.85  | 0.387 |
| 16473 | AKM Mahmood                   | 8.38    | 21.66  | 0.387 |
| 16474 | Edward Mignon                 | 8.85    | 22.87  | 0.386 |
| 16475 | Naren Sabhapandit             | 6.69    | 17.29  | 0.386 |
| 16476 | Dick Richards                 | 10.00   | 25.84  | 0.386 |
| 16477 | David Johnson                 | 11.20   | 28.96  | 0.386 |
| 16478 | Lassana Dias                  | 9.00    | 23.26  | 0.386 |
| 16479 | Timothy Taylor                | 11.50   | 29.73  | 0.386 |
| 16480 | Jeroen Smits                  | 12.00   | 31.05  | 0.386 |
| 16481 | William Barber                | 5.20    | 13.47  | 0.386 |
| 16482 | William Parnell               | 5.53    | 14.33  | 0.386 |
| 16483 | Shafaq Al Zabir               | 9.87    | 25.55  | 0.386 |
| 16484 | Herbert Hawkins               | 7.95    | 20.58  | 0.386 |
| 16485 | Himesh Silva                  | 10.24   | 26.52  | 0.386 |
| 16486 | Ghulam Mustafa                | 11.75   | 30.45  | 0.385 |
| 16487 | Mohammad Ilyas                | 11.85   | 30.74  | 0.385 |
| 16488 | David Lewis                   | 9.38    | 24.33  | 0.385 |
| 16489 | Humphrey Critchley-Salmonson  | 8.91    | 23.11  | 0.385 |
| 16490 | Bill Marlow                   | 8.93    | 23.18  | 0.385 |
| 16491 | Praveen Jayawickrama          | 12.11   | 31.42  | 0.385 |
| 16492 | Brad Wheal                    | 11.66   | 30.27  | 0.385 |
| 16493 | Sidney Pothecary              | 10.30   | 26.73  | 0.385 |
| 16494 | Avinash Aware                 | 10.51   | 27.29  | 0.385 |
| 16495 | Ilapakurty Prakash            | 11.50   | 29.85  | 0.385 |
| 16496 | John Lowe                     | 7.69    | 19.97  | 0.385 |
| 16497 | Mohammed Shami                | 11.79   | 30.61  | 0.385 |
| 16498 | Navin Chan                    | 8.73    | 22.68  | 0.385 |
| 16499 | Smangaliso Nhlebela           | 9.72    | 25.25  | 0.385 |
| 16500 | Gerard Denton                 | 11.86   | 30.81  | 0.384 |
| 16501 | Asmat Baig                    | 9.81    | 25.49  | 0.384 |
| 16502 | Leslie Gale                   | 7.75    | 20.14  | 0.384 |
| 16503 | Leslie Marshall               | 8.52    | 22.17  | 0.384 |
| 16504 | Vikram Dutt                   | 10.90   | 28.35  | 0.384 |
| 16505 | Bhargav Bhatt                 | 11.38   | 29.62  | 0.384 |
| 16506 | Nazmul Hossain                | 10.51   | 27.37  | 0.384 |
| 16507 | John Gleeson                  | 11.06   | 28.79  | 0.384 |
| 16508 | Richard Elms                  | 11.16   | 29.06  | 0.384 |
| 16509 | Siddharth Trivedi             | 11.33   | 29.51  | 0.384 |
| 16510 | Tyron Pillay                  | 11.05   | 28.78  | 0.383 |
| 16511 | Mayur Patel                   | 11.63   | 30.31  | 0.383 |
| 16512 | Harvey Aston                  | 4.00    | 10.43  | 0.383 |
| 16513 | John Greenstock               | 9.38    | 24.49  | 0.383 |
| 16514 | Ajith Weerakkody              | 9.03    | 23.56  | 0.383 |
| 16515 | Fred Rumsey                   | 8.45    | 22.07  | 0.383 |
| 16516 | Paddy Corrall                 | 9.61    | 25.10  | 0.383 |
| 16517 | Malith de Silva               | 11.75   | 30.68  | 0.382 |
| 16518 | Barkatullah Khan              | 10.02   | 26.19  | 0.382 |
| 16519 | Michael James                 | 9.90    | 25.89  | 0.382 |
| 16520 | Cardigan Connor               | 11.93   | 31.20  | 0.382 |
| 16521 | Thomas Byrne                  | 8.39    | 21.94  | 0.382 |
| 16522 | Manoj Chanaka                 | 9.00    | 23.54  | 0.382 |
| 16523 | Faisal Rasheed                | 10.51   | 27.52  | 0.382 |
| 16524 | Murray Webb                   | 10.10   | 26.44  | 0.381 |
| 16525 | William Berridge              | 6.95    | 18.20  | 0.381 |
| 16526 | Graeme Thomson                | 9.18    | 24.07  | 0.381 |
| 16527 | Abdur Raqib                   | 9.96    | 26.12  | 0.381 |
| 16528 | William Gouldsworthy          | 8.14    | 21.36  | 0.381 |
| 16529 | Chaminda Perera               | 8.42    | 22.10  | 0.381 |
| 16530 | SS Misra                      | 9.24    | 24.24  | 0.381 |
| 16531 | Navin Patel                   | 12.22   | 32.08  | 0.380 |
| 16532 | Harry Frei                    | 13.21   | 34.69  | 0.380 |
| 16533 | Harry Crick                   | 9.53    | 25.04  | 0.380 |
| 16534 | Mukesh Persad                 | 9.39    | 24.65  | 0.380 |
| 16535 | George Hockey                 | 10.89   | 28.60  | 0.380 |
| 16536 | Vusumuzi Mazibuko             | 11.21   | 29.46  | 0.380 |
| 16537 | Peter Whiteley                | 11.00   | 28.89  | 0.380 |
| 16538 | Afroz Khan                    | 10.82   | 28.44  | 0.380 |
| 16539 | Framroze Nariman              | 8.86    | 23.29  | 0.380 |
| 16540 | Steve McNally                 | 10.42   | 27.39  | 0.380 |
| 16541 | Robert Jesson                 | 8.25    | 21.68  | 0.380 |
| 16542 | Sourav Sarkar                 | 11.45   | 30.11  | 0.380 |
| 16543 | Mohamed Sarang                | 8.00    | 21.03  | 0.380 |
| 16544 | Allen Carew                   | 9.83    | 25.85  | 0.380 |
| 16545 | Alwyn Eato                    | 9.56    | 25.15  | 0.380 |
| 16546 | John Juniper                  | 6.71    | 17.64  | 0.380 |
| 16547 | Ranjit Mali                   | 9.80    | 25.76  | 0.380 |
| 16548 | Stu Roberts                   | 11.64   | 30.63  | 0.380 |
| 16549 | Maqbool Hussain               | 9.05    | 23.82  | 0.380 |
| 16550 | Norman Harding                | 9.56    | 25.15  | 0.380 |
| 16551 | Sydney Starkie                | 10.71   | 28.18  | 0.380 |
| 16552 | Chaminda Vidanapathirana      | 10.72   | 28.22  | 0.380 |
| 16553 | Pritamjeet Das                | 10.10   | 26.58  | 0.379 |
| 16554 | Ronald Colling                | 9.52    | 25.10  | 0.379 |
| 16555 | Arlan Konwar                  | 10.19   | 26.86  | 0.379 |
| 16556 | Eddie Leie                    | 11.05   | 29.13  | 0.379 |
| 16557 | David Norris                  | 9.90    | 26.09  | 0.379 |
| 16558 | Thiruvenkati Chari            | 7.12    | 18.77  | 0.379 |
| 16559 | Sonu Sharma                   | 10.50   | 27.67  | 0.379 |
| 16560 | Rajinder Goel                 | 9.34    | 24.62  | 0.379 |
| 16561 | Tom Goddard                   | 9.37    | 24.72  | 0.379 |
| 16562 | Grayson Shillingford          | 10.14   | 26.73  | 0.379 |
| 16563 | Ben Targett                   | 11.50   | 30.32  | 0.379 |
| 16564 | Jhedli van Briesies           | 9.56    | 25.21  | 0.379 |
| 16565 | Keith Jennings                | 10.63   | 28.04  | 0.379 |
| 16566 | Alan Coxon                    | 12.00   | 31.64  | 0.379 |
| 16567 | Pannalal Bose                 | 10.09   | 26.62  | 0.379 |
| 16568 | Prince Francis                | 10.09   | 26.63  | 0.379 |
| 16569 | Sarel Cilliers                | 10.50   | 27.71  | 0.378 |
| 16570 | Michael Smethurst             | 10.31   | 27.23  | 0.378 |
| 16571 | Narendra Dua                  | 8.42    | 22.25  | 0.378 |
| 16572 | Bandaru Ayyappa               | 11.09   | 29.31  | 0.378 |
| 16573 | Sharad Deshmukh               | 9.50    | 25.10  | 0.378 |
| 16574 | Percy Hornibrook              | 10.77   | 28.46  | 0.378 |
| 16575 | Jayesh Odedra                 | 12.60   | 33.30  | 0.378 |
| 16576 | Ladha Ramji                   | 8.55    | 22.60  | 0.378 |
| 16577 | Sydney Hollands               | 7.33    | 19.38  | 0.378 |
| 16578 | Aldin Smith                   | 9.79    | 25.89  | 0.378 |
| 16579 | Colin Miller                  | 12.88   | 34.07  | 0.378 |
| 16580 | Andre Nieuwoudt               | 9.87    | 26.11  | 0.378 |
| 16581 | Pelham Henwood                | 9.75    | 25.79  | 0.378 |
| 16582 | Harvey Trump                  | 12.38   | 32.77  | 0.377 |
| 16583 | Leonard Gooder                | 11.55   | 30.57  | 0.377 |
| 16584 | Vineet Sharma                 | 11.44   | 30.27  | 0.377 |
| 16585 | Nasir Ahmed                   | 9.77    | 25.87  | 0.377 |
| 16586 | Pepler Sandri                 | 10.33   | 27.36  | 0.377 |
| 16587 | Alec Birtwell                 | 10.30   | 27.28  | 0.377 |
| 16588 | George Gregory                | 8.70    | 23.04  | 0.377 |
| 16589 | SM Joshi                      | 7.86    | 20.83  | 0.377 |
| 16590 | Conor McKerr                  | 12.09   | 32.03  | 0.377 |
| 16591 | Jan Dreyer                    | 10.33   | 27.38  | 0.377 |
| 16592 | Marchant Davies               | 9.16    | 24.29  | 0.377 |
| 16593 | Thomas Chignell               | 10.05   | 26.65  | 0.377 |
| 16594 | N Chakrabarty                 | 8.00    | 21.20  | 0.377 |
| 16595 | Craig Garner                  | 9.37    | 24.86  | 0.377 |
| 16596 | Waheed Niazi                  | 10.11   | 26.83  | 0.376 |
| 16597 | Sudhakar Ghag                 | 11.78   | 31.27  | 0.376 |
| 16598 | Simon Jones                   | 11.89   | 31.57  | 0.376 |
| 16599 | Ayantha de Silva              | 12.28   | 32.61  | 0.376 |
| 16600 | Graham Lake                   | 7.57    | 20.10  | 0.376 |
| 16601 | Naeem Ahmed                   | 8.53    | 22.66  | 0.376 |
| 16602 | Guy Napier                    | 8.71    | 23.14  | 0.376 |
| 16603 | Pradeep Godwin                | 8.70    | 23.13  | 0.376 |
| 16604 | James Brinkley                | 10.71   | 28.46  | 0.376 |
| 16605 | John Millener                 | 9.77    | 25.98  | 0.376 |
| 16606 | Johnny Hayes                  | 9.54    | 25.37  | 0.376 |
| 16607 | Craig Wilkinson               | 12.54   | 33.35  | 0.376 |
| 16608 | Robert Wilson                 | 9.38    | 24.97  | 0.376 |
| 16609 | Henry Tinsley                 | 5.80    | 15.45  | 0.375 |
| 16610 | William Phillips              | 7.26    | 19.32  | 0.375 |
| 16611 | Henry Curgenven               | 9.61    | 25.57  | 0.375 |
| 16612 | Mukund Joshi                  | 9.47    | 25.21  | 0.375 |
| 16613 | Venkat Rao                    | 9.03    | 24.04  | 0.375 |
| 16614 | Kelleb Laurent                | 8.80    | 23.42  | 0.375 |
| 16615 | Adnan Farooq                  | 11.20   | 29.81  | 0.375 |
| 16616 | Prabath Nissanka              | 10.04   | 26.73  | 0.375 |
| 16617 | Frank Booth                   | 10.07   | 26.82  | 0.375 |
| 16618 | Antony Durose                 | 9.31    | 24.79  | 0.375 |
| 16619 | Alan Hounsell                 | 10.00   | 26.63  | 0.375 |
| 16620 | Jagannath Das                 | 11.00   | 29.30  | 0.375 |
| 16621 | Khagesh Amin                  | 12.60   | 33.57  | 0.375 |
| 16622 | Kulamani Parida               | 10.71   | 28.56  | 0.375 |
| 16623 | Jimmy Baker                   | 11.60   | 30.93  | 0.375 |
| 16624 | Joseph Chatterton             | 5.40    | 14.39  | 0.375 |
| 16625 | Nick Haste                    | 13.28   | 35.42  | 0.375 |
| 16626 | John Young                    | 9.71    | 25.93  | 0.374 |
| 16627 | Geoff Attenborough            | 10.39   | 27.75  | 0.374 |
| 16628 | Lucas Manzini                 | 10.46   | 27.93  | 0.374 |
| 16629 | Tanvir Islam                  | 9.11    | 24.34  | 0.374 |
| 16630 | Pradeep Kasliwal              | 14.80   | 39.54  | 0.374 |
| 16631 | Michael Sharpe                | 11.70   | 31.28  | 0.374 |
| 16632 | Isaac Ingram                  | 5.89    | 15.75  | 0.374 |
| 16633 | Jackie Fox                    | 10.72   | 28.67  | 0.374 |
| 16634 | Charles Frith                 | 4.12    | 11.02  | 0.374 |
| 16635 | Shane Jurgensen               | 11.40   | 30.50  | 0.373 |
| 16636 | Parvinder Awana               | 12.25   | 32.79  | 0.373 |
| 16637 | Lionel Baker                  | 10.29   | 27.53  | 0.373 |
| 16638 | Zia-ul-Haq                    | 11.45   | 30.64  | 0.373 |
| 16639 | Mark Handman                  | 9.62    | 25.75  | 0.373 |
| 16640 | Sujay Tarafdar                | 9.09    | 24.32  | 0.373 |
| 16641 | James Sykes                   | 12.40   | 33.19  | 0.373 |
| 16642 | Manikanta Kurup               | 8.32    | 22.28  | 0.373 |
| 16643 | Baboo Khan                    | 9.61    | 25.75  | 0.373 |
| 16644 | Thilan Walallawita            | 9.62    | 25.78  | 0.373 |
| 16645 | Cyril Perkins                 | 8.18    | 21.92  | 0.373 |
| 16646 | Michael Morris                | 13.29   | 35.62  | 0.373 |
| 16647 | Muzaffar Mirza                | 6.57    | 17.61  | 0.373 |
| 16648 | Graeme Powell                 | 9.57    | 25.68  | 0.372 |
| 16649 | Bernie Griffiths              | 9.68    | 26.00  | 0.372 |
| 16650 | John Trim                     | 11.69   | 31.39  | 0.372 |
| 16651 | David Churton                 | 14.30   | 38.40  | 0.372 |
| 16652 | Mohammad Zahid                | 10.44   | 28.03  | 0.372 |
| 16653 | Angus Fraser                  | 11.19   | 30.07  | 0.372 |
| 16654 | Richard Bates                 | 12.50   | 33.57  | 0.372 |
| 16655 | Tich Freeman                  | 9.50    | 25.52  | 0.372 |
| 16656 | Glen Radford                  | 9.62    | 25.85  | 0.372 |
| 16657 | Matt Rawnsley                 | 11.10   | 29.83  | 0.372 |
| 16658 | Graham Wiltshire              | 8.38    | 22.52  | 0.372 |
| 16659 | Jack Muzzell                  | 6.77    | 18.21  | 0.372 |
| 16660 | Girin Barua                   | 8.06    | 21.67  | 0.372 |
| 16661 | Nipun Malinga                 | 12.80   | 34.41  | 0.371 |
| 16662 | Sultan Khan                   | 9.00    | 24.20  | 0.371 |
| 16663 | Kamrul Islam                  | 11.29   | 30.38  | 0.371 |
| 16664 | Norman Oswald                 | 11.18   | 30.09  | 0.371 |
| 16665 | Cecil Ponsonby                | 8.11    | 21.84  | 0.371 |
| 16666 | Arthur Cresswell              | 8.00    | 21.53  | 0.371 |
| 16667 | Robbie Williams               | 10.66   | 28.72  | 0.371 |
| 16668 | Iqbal Khokhar                 | 8.70    | 23.42  | 0.371 |
| 16669 | Shahid Aziz                   | 9.44    | 25.44  | 0.371 |
| 16670 | Cecil Tate                    | 9.11    | 24.54  | 0.371 |
| 16671 | Mehdi Huda                    | 8.46    | 22.79  | 0.371 |
| 16672 | Shannon Tubb                  | 11.90   | 32.07  | 0.370 |
| 16673 | Jayantha Amerasinghe          | 8.00    | 21.56  | 0.370 |
| 16674 | David Trist                   | 9.88    | 26.66  | 0.370 |
| 16675 | Andrew Patterson              | 11.07   | 29.86  | 0.370 |
| 16676 | John Mackle                   | 9.81    | 26.49  | 0.370 |
| 16677 | Colin Croft                   | 10.42   | 28.14  | 0.370 |
| 16678 | Saiyed Khalid                 | 9.46    | 25.53  | 0.370 |
| 16679 | Alfred Walker                 | 4.75    | 12.82  | 0.370 |
| 16680 | Harold Baumgartner            | 7.86    | 21.23  | 0.370 |
| 16681 | Arthur Robinson               | 9.60    | 25.94  | 0.370 |
| 16682 | Ahmed Raza                    | 9.35    | 25.28  | 0.370 |
| 16683 | Gamini Perera                 | 8.90    | 24.06  | 0.370 |
| 16684 | James Cresswell               | 7.61    | 20.58  | 0.370 |
| 16685 | Viyash Gobind                 | 9.92    | 26.82  | 0.370 |
| 16686 | Chatta Ramesh                 | 9.29    | 25.11  | 0.370 |
| 16687 | Don Blackie                   | 12.17   | 32.91  | 0.369 |
| 16688 | Mohammad Mudhasir             | 10.06   | 27.20  | 0.369 |
| 16689 | John Bickley                  | 4.38    | 11.85  | 0.369 |
| 16690 | Derek Underwood               | 10.12   | 27.38  | 0.369 |
| 16691 | Balaji Rao                    | 11.04   | 29.85  | 0.369 |
| 16692 | Nantie Hayward                | 11.29   | 30.55  | 0.369 |
| 16693 | Leicester Sutton              | 7.12    | 19.27  | 0.369 |
| 16694 | Andrew Lamb                   | 12.75   | 34.48  | 0.369 |
| 16695 | Arthur Mold                   | 7.14    | 19.31  | 0.369 |
| 16696 | Vinay Choudhary               | 10.00   | 27.06  | 0.369 |
| 16697 | Dildar Malik                  | 10.60   | 28.71  | 0.369 |
| 16698 | Anthony Hill                  | 7.55    | 20.46  | 0.369 |
| 16699 | Michael Beer                  | 10.85   | 29.39  | 0.369 |
| 16700 | Keith Stevenson               | 9.59    | 25.99  | 0.369 |
| 16701 | Peter Clough                  | 11.69   | 31.68  | 0.369 |
| 16702 | Philip Hodgson                | 9.28    | 25.16  | 0.368 |
| 16703 | Dulanjana Kalhara             | 9.21    | 24.96  | 0.368 |
| 16704 | Akash Deep                    | 8.53    | 23.14  | 0.368 |
| 16705 | Hugh Wilson                   | 10.44   | 28.30  | 0.368 |
| 16706 | David Hill                    | 12.42   | 33.70  | 0.368 |
| 16707 | Angus McLachlan               | 9.28    | 25.17  | 0.368 |
| 16708 | Adam Griffith                 | 12.33   | 33.49  | 0.368 |
| 16709 | Hugh Bateman-Champain         | 8.35    | 22.67  | 0.368 |
| 16710 | Aqeel Ahmed                   | 9.15    | 24.87  | 0.367 |
| 16711 | Ian King                      | 8.35    | 22.69  | 0.367 |
| 16712 | Bryan Andrews                 | 9.11    | 24.78  | 0.367 |
| 16713 | Alister Howden                | 7.91    | 21.52  | 0.367 |
| 16714 | Varun Aaron                   | 10.51   | 28.59  | 0.367 |
| 16715 | George Louden                 | 9.21    | 25.06  | 0.367 |
| 16716 | Frank Ryan                    | 7.98    | 21.71  | 0.367 |
| 16717 | Glenn Bateman                 | 9.63    | 26.19  | 0.367 |
| 16718 | Bryan Charles                 | 9.47    | 25.77  | 0.367 |
| 16719 | Peter Hayes                   | 10.39   | 28.29  | 0.367 |
| 16720 | S Krishnamohan                | 10.83   | 29.50  | 0.367 |
| 16721 | Song Tacho                    | 9.72    | 26.47  | 0.367 |
| 16722 | Kenneth Howard                | 8.40    | 22.89  | 0.367 |
| 16723 | Mahipat Acharya               | 9.47    | 25.84  | 0.366 |
| 16724 | Peter Heseltine               | 10.94   | 29.84  | 0.366 |
| 16725 | Andrew Carter                 | 11.37   | 31.02  | 0.366 |
| 16726 | Bernard Howlett               | 9.38    | 25.60  | 0.366 |
| 16727 | Shaluka Silva                 | 10.58   | 28.89  | 0.366 |
| 16728 | Amjad Jam                     | 10.70   | 29.23  | 0.366 |
| 16729 | Raymond Beesly                | 8.25    | 22.56  | 0.365 |
| 16730 | Martin Saggers                | 11.20   | 30.62  | 0.365 |
| 16731 | Steve Oldham                  | 11.36   | 31.08  | 0.365 |
| 16732 | John Arenhold                 | 10.07   | 27.54  | 0.365 |
| 16733 | Mehndi Shaikh                 | 9.88    | 27.04  | 0.365 |
| 16734 | Usuf Chippa                   | 8.38    | 22.94  | 0.365 |
| 16735 | BJJ Raju                      | 7.26    | 19.87  | 0.365 |
| 16736 | Lasith Malinga                | 9.75    | 26.68  | 0.365 |
| 16737 | Tommy Greenhough              | 8.39    | 22.96  | 0.365 |
| 16738 | Martin Roberts                | 12.50   | 34.21  | 0.365 |
| 16739 | Alan Hodgson                  | 9.67    | 26.46  | 0.365 |
| 16740 | Maqbool Ahmed                 | 9.57    | 26.19  | 0.365 |
| 16741 | Thomas Allsopp                | 9.13    | 25.00  | 0.365 |
| 16742 | Kemeshin Chetty               | 10.31   | 28.25  | 0.365 |
| 16743 | Irfan Habib                   | 9.75    | 26.71  | 0.365 |
| 16744 | Richie Kapoor                 | 11.62   | 31.85  | 0.364 |
| 16745 | Haider Nisar                  | 9.91    | 27.17  | 0.364 |
| 16746 | Ray Jordan                    | 9.56    | 26.21  | 0.364 |
| 16747 | Haworth Watson                | 7.56    | 20.72  | 0.364 |
| 16748 | William Harrington            | 8.41    | 23.06  | 0.364 |
| 16749 | Vishal Bhatia                 | 9.96    | 27.31  | 0.364 |
| 16750 | Peter Oldfield                | 9.87    | 27.07  | 0.364 |
| 16751 | Anil Panicker                 | 8.75    | 24.00  | 0.364 |
| 16752 | Dinanath Ramnarine            | 9.31    | 25.54  | 0.364 |
| 16753 | Qasim Feroze                  | 10.16   | 27.88  | 0.364 |
| 16754 | David van der Knaap           | 10.70   | 29.36  | 0.364 |
| 16755 | Tharanga Ravin                | 9.33    | 25.61  | 0.364 |
| 16756 | Reginald Moss                 | 6.83    | 18.75  | 0.364 |
| 16757 | Kyle Degambur                 | 9.52    | 26.15  | 0.364 |
| 16758 | Tim Munton                    | 10.50   | 28.82  | 0.364 |
| 16759 | Hussain Momin                 | 6.82    | 18.74  | 0.364 |
| 16760 | Vishara Silva                 | 9.23    | 25.35  | 0.364 |
| 16761 | Anup Ghatak                   | 6.86    | 18.84  | 0.364 |
| 16762 | Mason Crane                   | 11.31   | 31.09  | 0.364 |
| 16763 | Frank Mitchell                | 8.29    | 22.79  | 0.363 |
| 16764 | Will Davis                    | 11.83   | 32.51  | 0.363 |
| 16765 | Frederick Foy                 | 9.56    | 26.29  | 0.363 |
| 16766 | Mohamed Shiraz                | 11.15   | 30.65  | 0.363 |
| 16767 | Asad Ali                      | 8.89    | 24.46  | 0.363 |
| 16768 | Vibhakar Desai                | 9.83    | 27.04  | 0.363 |
| 16769 | Ryan Duffield                 | 10.72   | 29.48  | 0.363 |
| 16770 | Chamikara Mudalige            | 8.82    | 24.26  | 0.363 |
| 16771 | Joey Benjamin                 | 11.38   | 31.32  | 0.363 |
| 16772 | Alfred du Cane                | 3.75    | 10.32  | 0.363 |
| 16773 | Raymond Bailey                | 9.37    | 25.79  | 0.363 |
| 16774 | Nial Smith                    | 9.70    | 26.69  | 0.363 |
| 16775 | Tom Dean                      | 8.63    | 23.77  | 0.363 |
| 16776 | Adrian Gore                   | 9.46    | 26.06  | 0.363 |
| 16777 | Alan Hitchcox                 | 11.38   | 31.35  | 0.363 |
| 16778 | Frederick Gaddum              | 6.69    | 18.43  | 0.363 |
| 16779 | Prakash Rathod                | 10.90   | 30.06  | 0.362 |
| 16780 | Vaughn Johnson                | 10.35   | 28.53  | 0.362 |
| 16781 | Buland Iqbal                  | 10.12   | 27.91  | 0.362 |
| 16782 | Herman de Zoete               | 6.86    | 18.92  | 0.362 |
| 16783 | Harvey Perry                  | 9.16    | 25.28  | 0.362 |
| 16784 | Fareed Ahmed                  | 8.76    | 24.16  | 0.362 |
| 16785 | Gayan Sirisoma                | 8.96    | 24.73  | 0.362 |
| 16786 | Pervez Sajjad                 | 10.48   | 28.91  | 0.362 |
| 16787 | Sujan Mukherjee               | 12.00   | 33.12  | 0.362 |
| 16788 | Fred Morley                   | 5.40    | 14.90  | 0.362 |
| 16789 | William Hogsflesh             | 4.20    | 11.60  | 0.362 |
| 16790 | Shirish Srivastava            | 10.28   | 28.41  | 0.362 |
| 16791 | Peter Loader                  | 8.50    | 23.50  | 0.361 |
| 16792 | Hargopal Singh                | 9.78    | 27.05  | 0.361 |
| 16793 | Henry Grierson                | 6.84    | 18.92  | 0.361 |
| 16794 | Salman Rahat                  | 10.07   | 27.85  | 0.361 |
| 16795 | Sam Parkinson                 | 12.12   | 33.52  | 0.361 |
| 16796 | Cliff Wilson                  | 7.16    | 19.81  | 0.361 |
| 16797 | George Brook                  | 9.33    | 25.83  | 0.361 |
| 16798 | David Lawrence                | 10.69   | 29.61  | 0.361 |
| 16799 | Badri Raina                   | 6.60    | 18.29  | 0.361 |
| 16800 | John Cushen                   | 9.91    | 27.45  | 0.361 |
| 16801 | Herbert Chikomba              | 8.30    | 23.00  | 0.361 |
| 16802 | Sajjad Ali                    | 10.33   | 28.61  | 0.361 |
| 16803 | Robert Sievwright             | 7.53    | 20.88  | 0.360 |
| 16804 | Willem Groenewald             | 9.45    | 26.18  | 0.360 |
| 16805 | Danny Mayer                   | 9.65    | 26.75  | 0.360 |
| 16806 | William Nevell                | 9.31    | 25.82  | 0.360 |
| 16807 | Graham Botting                | 8.20    | 22.71  | 0.360 |
| 16808 | William Riley                 | 8.60    | 23.84  | 0.360 |
| 16809 | Greg Rowell                   | 11.45   | 31.74  | 0.360 |
| 16810 | George Figg                   | 6.41    | 17.78  | 0.360 |
| 16811 | Nabil Samad                   | 9.58    | 26.57  | 0.360 |
| 16812 | Giles Baring                  | 8.73    | 24.23  | 0.360 |
| 16813 | Rodney Hogg                   | 10.48   | 29.09  | 0.360 |
| 16814 | Lalit Yadav                   | 10.39   | 28.82  | 0.360 |
| 16815 | Henry Vyfhuis                 | 5.54    | 15.38  | 0.360 |
| 16816 | Victor Ransom                 | 9.68    | 26.86  | 0.360 |
| 16817 | Nuwan Tennekoon               | 7.61    | 21.14  | 0.360 |
| 16818 | Sameer Khajuria               | 9.50    | 26.40  | 0.360 |
| 16819 | Sohail Maqbool                | 13.23   | 36.74  | 0.360 |
| 16820 | John Healing                  | 9.75    | 27.09  | 0.359 |
| 16821 | Edward Bastard                | 6.78    | 18.84  | 0.359 |
| 16822 | Nipun Haggalla                | 11.47   | 31.87  | 0.359 |
| 16823 | Mohammad Afzal                | 10.78   | 29.97  | 0.359 |
| 16824 | Simon Francis                 | 11.56   | 32.16  | 0.359 |
| 16825 | Kuldeep Sharma                | 10.06   | 28.00  | 0.359 |
| 16826 | Reginald Machin               | 11.11   | 30.91  | 0.359 |
| 16827 | John Maguire                  | 10.96   | 30.51  | 0.359 |
| 16828 | Kenneth Wong                  | 8.85    | 24.65  | 0.359 |
| 16829 | Philip Davies                 | 8.66    | 24.12  | 0.359 |
| 16830 | John Bartlett                 | 9.23    | 25.71  | 0.359 |
| 16831 | Henry Luddington              | 6.90    | 19.23  | 0.359 |
| 16832 | Karl Treiber                  | 10.23   | 28.50  | 0.359 |
| 16833 | Danie van Schoor              | 9.53    | 26.56  | 0.358 |
| 16834 | Harold Butler                 | 10.54   | 29.36  | 0.358 |
| 16835 | George Taylor                 | 9.27    | 25.83  | 0.358 |
| 16836 | Deepak Pandit                 | 8.66    | 24.15  | 0.358 |
| 16837 | Baby Damon                    | 5.73    | 15.98  | 0.358 |
| 16838 | Danny Morrison                | 10.94   | 30.50  | 0.358 |
| 16839 | Sthabiso Zungu                | 9.34    | 26.06  | 0.358 |
| 16840 | John Howell                   | 8.59    | 23.97  | 0.358 |
| 16841 | Nuwan Quintaz                 | 8.45    | 23.59  | 0.358 |
| 16842 | Pervez-ul-Hasan               | 9.93    | 27.71  | 0.358 |
| 16843 | John Shields                  | 8.19    | 22.87  | 0.358 |
| 16844 | Christopher Liddle            | 11.55   | 32.26  | 0.358 |
| 16845 | Robbie Joseph                 | 10.61   | 29.63  | 0.358 |
| 16846 | Paul Fisher                   | 9.21    | 25.71  | 0.358 |
| 16847 | Jamshed Akhtar                | 6.43    | 17.97  | 0.358 |
| 16848 | Kevin Cooper                  | 10.05   | 28.08  | 0.358 |
| 16849 | Chris Shaw                    | 10.96   | 30.62  | 0.358 |
| 16850 | Cyril Goodway                 | 8.03    | 22.44  | 0.358 |
| 16851 | Peter Forman                  | 10.58   | 29.57  | 0.357 |
| 16852 | William Woof                  | 6.53    | 18.25  | 0.357 |
| 16853 | Nicholas Peters               | 10.10   | 28.22  | 0.357 |
| 16854 | Derek Pearson                 | 8.53    | 23.85  | 0.357 |
| 16855 | Josh Hazlewood                | 11.32   | 31.66  | 0.357 |
| 16856 | Robert Sidgwick               | 4.80    | 13.43  | 0.357 |
| 16857 | Nyasha Chari                  | 8.86    | 24.82  | 0.357 |
| 16858 | Samar Quadri                  | 9.44    | 26.44  | 0.357 |
| 16859 | Lakshmipathy Balaji           | 12.13   | 33.99  | 0.356 |
| 16860 | Asfandyar Jafri               | 9.69    | 27.16  | 0.356 |
| 16861 | Dinuka Hettiarachchi          | 9.55    | 26.77  | 0.356 |
| 16862 | Sam Cook                      | 9.55    | 26.78  | 0.356 |
